time,ax,ay,az,aT
16.9320,0.3489,-14.6084,2.1235,14.766
16.9430,-1.3169,-15.5929,-0.4751,15.656
17.0030,-1.4795,-15.4873,-0.4930,15.566
17.0070,-1.5382,-14.7791,-2.5256,15.072
17.0090,-1.1066,-13.9647,-3.4131,14.418
17.0120,-1.2476,-13.4273,-3.7825,14.006
17.0170,-1.3948,-13.2679,-3.6261,13.825
17.0250,-0.3769,-11.5993,-4.3918,12.409
17.0280,0.5793,-10.5509,-3.9685,11.287
17.0300,1.5784,-9.0680,-2.1421,9.450
17.0890,1.6065,-6.0559,1.1850,6.376
17.0910,1.1700,-3.1118,3.1277,4.564
17.0930,0.2435,0.2344,5.1370,5.148
17.0950,-0.8141,2.2834,5.1329,5.677
17.0960,-2.7305,5.8016,3.6720,7.389
17.0970,-2.0422,10.8137,4.3813,11.845
17.0980,0.6152,15.4229,9.1057,17.921
17.1040,4.1519,16.8992,13.0609,21.758
17.1400,8.1663,17.3277,17.5746,25.996
17.1450,6.9952,16.7921,22.1912,28.694
17.1460,1.8907,16.3929,23.0408,28.340
17.1480,1.8043,16.4218,22.7618,28.125
17.1810,-6.3182,13.1969,14.3240,20.476
17.1860,-6.4038,13.2754,14.2436,20.497
17.1880,-6.6827,12.3133,9.4032,16.873
17.1890,-5.6632,9.8405,0.7324,11.377
17.1920,-5.1974,8.7031,-1.2236,10.211
17.2060,-4.8718,7.2395,-2.5581,9.093
17.2140,-5.4574,5.6848,-3.2052,8.507
17.2480,-6.5760,4.2945,-3.3151,8.525
17.2580,-7.7079,2.6874,-2.7684,8.620
17.2600,-8.9213,1.4894,-1.8913,9.240
17.2630,-10.2331,0.2753,-0.2898,10.241
17.2660,-10.7307,-0.7664,1.7514,10.900
17.2850,-10.8348,-1.4392,3.1137,11.365
17.2870,-10.8991,-1.8243,3.4635,11.581
17.3450,-10.8080,-1.9139,3.5548,11.537
17.3480,-10.5924,-2.4485,3.3758,11.384
17.3490,-10.6636,-2.8170,2.9451,11.416
17.3530,-10.7928,-2.7547,1.9954,11.316
17.3550,-12.2889,-2.7416,-1.7442,12.711
17.3580,-12.6273,-2.7181,-3.0541,13.273
17.3590,-12.5991,-2.1343,-3.3370,13.207
17.3630,-12.6160,-1.5116,-1.5936,12.806
17.3750,-12.4267,-1.6609,-1.5158,12.628
17.3820,-10.8564,0.3409,4.8516,11.896
17.4400,-9.9487,3.0841,8.6011,13.508
17.4420,-8.5808,5.6945,11.0404,15.098
17.4450,-6.8529,8.6856,13.3595,17.346
17.4470,-5.4362,12.0148,15.8568,20.624
17.4480,-4.4763,15.1242,16.7089,22.977
17.4510,-2.9322,19.5874,16.4549,25.749
17.4630,3.0327,22.9149,15.9647,28.092
17.4710,7.7057,24.5043,14.6177,29.555
17.4730,11.6289,25.1419,12.7435,30.492
17.5190,12.8371,23.3261,10.9082,28.773
17.5220,12.8961,23.3398,11.0458,28.863
17.5240,8.3968,15.0777,11.3879,20.677
17.5250,5.7768,10.1266,13.1282,17.558
17.5260,4.9450,6.5679,13.7863,16.052
17.5320,4.4184,2.0845,13.6462,14.494
17.5580,3.7833,-1.5915,12.7105,13.357
17.5610,3.3872,-5.0850,10.9807,12.566
17.5640,3.4580,-7.9564,9.5280,12.886
17.5750,3.4983,-7.9806,9.5246,12.909
17.5830,3.7838,-11.1914,7.8174,14.166
17.6260,2.5970,-15.0840,4.9431,16.084
17.6280,2.5511,-15.0757,4.8840,16.051
17.6300,1.2150,-18.3374,2.3017,18.521
17.6310,1.0893,-18.2732,2.2657,18.445
17.6690,-1.8208,-19.3865,-0.7951,19.488
17.6800,-2.3410,-19.1349,-2.4690,19.435
17.6840,-2.3242,-18.6898,-4.1284,19.281
17.6880,-2.7861,-18.0824,-5.0723,18.986
17.6910,-2.9342,-17.2161,-5.2680,18.242
17.6940,-2.0042,-15.7261,-4.7392,16.546
17.6970,0.4387,-13.7835,-3.4877,14.225
17.7040,1.9906,-12.3793,-1.8591,12.675
17.7120,2.7473,-10.7343,-0.0558,11.080
17.7290,1.8308,-8.0350,1.7119,8.417
17.7330,-0.1056,-5.3462,3.0531,6.157
17.7990,-0.9237,-2.4687,4.5539,5.262
17.8040,0.1908,2.3730,5.5168,6.009
17.8060,0.1100,2.4667,5.5300,6.056
17.8080,7.1190,11.8983,8.5908,16.311
17.8100,7.0440,11.9473,8.5308,16.283
17.8120,14.2591,24.5984,18.3439,33.836
17.8140,14.4874,26.9626,21.2441,37.258
17.8160,11.1731,25.5593,24.4875,37.118
17.8480,6.8282,23.1020,25.3305,34.957
17.8510,-0.0183,19.3770,21.8617,29.213
17.8530,-0.0666,19.3809,21.7266,29.115
17.8550,-6.6550,12.9375,8.8800,17.045
17.8900,-7.5098,10.9057,4.1194,13.867
17.8930,-7.5742,11.0092,4.1771,14.001
17.8950,-8.6403,7.5634,-1.1057,11.536
17.8980,-9.9238,5.5905,-1.7299,11.521
17.9030,-10.9921,3.3617,-2.2339,11.710
17.9170,-11.1075,2.1834,-1.3883,11.405
17.9570,-11.1879,2.2617,-1.4733,11.509
17.9590,-10.6802,0.9557,0.3686,10.729
17.9610,-9.4438,0.3924,1.6239,9.590
17.9640,-9.7805,0.8822,1.7356,9.972
17.9650,-10.3486,-0.2215,1.8608,10.517
17.9780,-10.2386,-0.3816,1.8232,10.407
17.9820,-11.3801,-2.3654,0.6026,11.639
18.0170,-11.9964,-2.6870,0.2952,12.297
18.0250,-11.9845,-2.8898,-0.0666,12.328
18.0280,-11.9643,-2.9462,-0.9156,12.356
18.0290,-11.7543,-2.7202,-1.6870,12.182
18.0320,-11.3018,-2.0312,-1.1368,11.539
18.0430,-10.8810,-1.4781,1.0180,11.028
18.0540,-10.7183,-1.0732,4.5982,11.712
18.0630,-10.6896,-0.6010,7.5761,13.116
18.1310,-11.3663,1.3619,11.4200,16.170
18.1360,-11.5073,4.6142,14.7451,19.265
18.1370,-10.9018,8.1663,17.8437,22.448
18.1390,-7.9429,11.0646,19.1575,23.506
18.1410,-2.8574,15.2634,18.5226,24.171
18.1430,-2.8015,15.2814,18.7532,24.353
18.1450,1.7459,20.5457,13.8366,24.832
18.1460,1.8394,20.5776,14.1265,25.028
18.1560,4.0076,21.9100,12.2228,25.407
18.2070,5.9696,17.1372,14.3190,23.116
18.2090,3.6016,13.8121,17.1600,22.321
18.2110,2.5174,10.7570,18.4943,21.543
18.2130,2.0425,7.1130,18.5599,19.981
18.2130,1.8529,3.1712,16.5546,16.957
18.2140,1.8594,3.1727,16.5694,16.973
18.2480,1.9717,0.1042,13.7854,13.926
18.2540,5.1130,-5.3667,7.7866,10.751
18.2560,5.4905,-7.4551,6.3823,11.245
18.2580,4.1776,-9.5485,4.9383,11.533
18.2650,2.2645,-10.8803,4.2208,11.888
18.3130,1.3356,-11.8406,3.7838,12.502
18.3150,1.2075,-11.8107,3.7005,12.436
18.3170,0.5768,-14.2988,3.8806,14.827
18.3180,0.3110,-14.8822,3.7758,15.357
18.3200,0.3342,-14.9244,2.8464,15.197
18.3560,0.1360,-14.8094,2.8535,15.082
18.3630,0.4141,-14.7805,1.5572,14.868
18.3660,0.6267,-15.6424,-1.4003,15.717
18.3680,-0.6173,-14.8513,-2.0828,15.009
18.3700,-0.7625,-14.6903,-1.9415,14.838
18.3730,-1.7613,-12.2422,-1.3664,12.443
18.3830,-1.1047,-10.8834,-0.4157,10.947
18.3970,0.0472,-9.0478,1.0311,9.106
18.4030,0.2062,-6.6261,2.4598,7.071
18.4820,0.0758,-3.2843,4.2125,5.342
18.4870,0.1271,-0.7735,5.6973,5.751
18.4890,-0.7686,1.9603,7.8160,8.095
18.4910,-2.6068,4.4838,9.5410,10.860
18.4920,-3.5559,6.8222,8.9734,11.820
18.4940,-1.7585,10.2841,7.1257,12.634
18.4960,-1.8309,10.3057,7.0250,12.606
18.4970,0.9635,17.4398,7.2321,18.904
18.5450,3.9158,19.8837,9.8246,22.521
18.5470,6.1699,19.4491,12.6230,23.993
18.5490,5.1244,16.6170,16.7065,24.114
18.5500,0.8724,14.4342,18.7607,23.687
18.5530,-5.5964,11.5668,18.8858,22.843
18.5540,-8.2755,9.8580,16.7098,21.092
18.5550,-8.3192,9.8623,16.5800,21.009
18.5670,-8.6119,7.7972,8.1573,14.195
18.5730,-7.3922,7.0972,3.9262,10.974
18.6230,-7.0080,6.4020,0.2350,9.495
18.6300,-6.8384,5.1661,-3.4932,9.255
18.6340,-7.0939,4.0595,-4.9193,9.540
18.6370,-7.1762,4.2088,-4.7831,9.596
18.6400,-8.3401,2.1467,-5.0402,9.978
18.6440,-8.6288,1.1918,-3.7651,9.490
18.6460,-8.6511,0.0917,-2.0275,8.886
18.6660,-8.6000,-1.2401,-0.2138,8.692
18.6690,-8.7910,-2.2141,1.0255,9.123
18.6730,-9.1128,-3.1177,2.3451,9.913
18.6830,-9.5295,-3.8995,3.6063,10.910
18.7390,-9.7400,-4.4759,4.2560,11.533
18.7450,-10.0246,-5.0626,4.2024,11.991
18.7480,-10.6105,-5.1935,3.6166,12.355
18.7500,-10.4982,-5.3184,3.5100,12.281
18.7520,-11.9271,-4.2062,3.0042,12.999
18.7540,-12.3639,-3.3649,3.4142,13.261
18.7560,-12.6164,-1.9757,4.3699,13.497
18.7660,-12.6827,-0.3784,5.5482,13.848
18.7740,-10.8265,2.3808,7.2569,13.249
18.8230,-8.8073,4.7816,8.5320,13.162
18.8260,-8.6416,4.6729,8.5116,12.998
18.8270,-3.1129,10.1986,11.4806,15.669
18.8280,-2.7400,13.5481,12.0723,18.352
18.8290,-4.1156,16.9026,12.2177,21.258
18.8350,-4.2758,19.7365,13.4830,24.282
18.8690,-2.6652,19.4828,14.9355,24.693
18.8750,-0.2307,17.2810,16.7129,24.042
18.8770,-0.2078,17.2720,16.7332,24.049
18.8780,1.8704,11.7261,17.4795,21.131
18.9120,1.0835,7.9816,16.4130,18.283
18.9140,1.0133,4.2622,14.7105,15.349
18.9160,2.1793,1.9181,13.5108,13.819
18.9170,3.5936,-0.8547,11.8081,12.372
18.9230,4.2517,-3.7286,9.6766,11.208
18.9560,4.2142,-3.7018,9.7103,11.214
18.9610,2.1584,-7.9859,6.3316,10.417
18.9640,1.3578,-9.2072,6.2131,11.190
18.9660,1.3134,-9.8952,6.5535,11.941
18.9740,1.2956,-9.8927,6.5095,11.913
18.9830,1.6014,-12.0102,4.4703,12.915
19.0180,1.1750,-12.9592,2.2848,13.211
19.0210,1.0809,-12.8999,2.2997,13.148
19.0240,1.1281,-13.3807,-0.2808,13.431
19.0280,1.2628,-13.9830,-5.1737,14.963
19.0590,0.5399,-13.6710,-6.7519,15.257
19.0630,-0.0638,-12.6891,-7.5216,14.751
19.0650,-0.6831,-11.2318,-7.1171,13.314
19.0670,-0.7730,-11.1137,-6.9399,13.125
19.0740,-0.2239,-9.9520,-5.5400,11.392
19.0850,0.8881,-8.6468,-2.9845,9.190
19.0930,0.0056,-6.4237,2.5001,6.893
19.1470,-1.9817,-4.7841,5.6682,7.677
19.1520,-5.1663,-2.4952,8.6675,10.394
19.1560,-5.7675,0.2457,10.2204,11.738
19.1580,-2.3870,4.5841,9.2827,10.624
19.1610,0.8055,7.4795,8.7961,11.574
19.1650,0.7805,7.5057,8.8193,11.607
19.1690,4.4644,17.1616,8.3188,19.587
19.1730,5.2818,19.2758,9.3629,22.071
19.1970,5.2788,19.2575,9.2825,22.020
19.2050,0.9839,14.8540,19.1212,24.233
19.2080,-3.8538,13.5491,21.0659,25.342
19.2130,-7.3773,11.8638,19.3699,23.882
19.2240,-7.4297,11.8775,19.1004,23.688
19.2840,-8.5968,8.3952,6.5310,13.676
19.2870,-8.1057,7.6037,0.4874,11.125
19.2890,-7.7739,6.4609,-3.3987,10.664
19.2900,-7.7834,5.6405,-4.8367,10.761
19.2920,-8.1842,3.9956,-5.4707,10.624
19.2950,-8.3473,2.4885,-4.8609,9.975
19.2960,-8.1358,1.2753,-3.6859,9.022
19.3360,-7.8081,-0.0690,-2.9669,8.353
19.3470,-6.7006,-1.7334,-1.9321,7.186
19.3490,-6.3080,-2.6201,-0.6441,6.861
19.3520,-6.2708,-2.6557,-0.6404,6.840
19.3550,-6.3991,-3.1763,1.1785,7.241
19.3560,-7.0605,-3.4773,2.3131,8.203
19.3680,-9.1281,-4.8511,1.7896,10.491
19.3750,-10.3127,-5.4771,1.1363,11.732
19.4440,-11.5522,-5.6053,0.9369,12.874
19.4500,-12.7664,-5.2858,0.9973,13.853
19.4520,-13.2041,-4.6546,1.2597,14.057
19.4550,-12.3855,-4.0000,1.7429,13.132
19.4560,-10.8419,-2.8252,2.6375,11.510
19.4580,-10.6623,-2.9562,2.6004,11.366
19.4600,-8.3405,1.3165,5.0827,9.855
19.4620,-8.2123,4.0099,6.3222,11.113
19.4990,-8.0245,3.8857,6.2186,10.870
19.5020,-10.4357,9.8931,10.9748,18.089
19.5040,-11.6672,11.6970,14.8118,22.189
19.5070,-7.7733,14.8788,19.3105,25.587
19.5080,-7.8007,14.8909,19.2817,25.581
19.5440,4.7452,20.3613,21.4670,29.965
19.5470,7.2239,19.1318,18.2161,27.387
19.5520,3.8625,15.8196,13.4505,21.121
19.5550,3.8517,15.8493,13.6667,21.279
19.5560,0.6786,9.8216,12.7270,16.090
19.5680,2.1974,7.0614,13.1219,15.062
19.5730,3.9178,3.9364,12.3902,13.578
19.6140,3.8330,3.9976,12.4608,13.636
19.6180,4.3351,1.5222,10.4139,11.382
19.6200,3.6770,-1.5040,7.2569,8.273
19.6220,2.4344,-4.2337,4.8148,6.858
19.6250,0.4909,-7.1524,3.6479,8.044
19.6570,1.2565,-9.6545,3.5601,10.366
19.6640,2.8848,-10.5869,3.2593,11.447
19.6690,3.8971,-11.7270,2.2733,12.565
19.6750,3.7251,-12.5383,0.8143,13.105
19.6790,2.5874,-12.9089,-0.5176,13.176
19.6840,2.4925,-12.8652,-0.6441,13.120
19.7030,1.4255,-13.0401,-1.5376,13.208
19.7070,-1.7718,-13.3228,-3.2437,13.826
19.7600,-2.4216,-12.7669,-3.7115,13.514
19.7680,-3.3642,-12.1585,-3.8317,13.184
19.7710,-4.5588,-11.3636,-3.1133,12.634
19.7740,-3.6382,-10.3692,-2.2200,11.211
19.7760,-3.6959,-10.2905,-2.0591,11.126
19.7780,-0.0143,-7.1107,0.4597,7.126
19.7820,2.6916,-4.5651,2.3731,5.807
19.7850,6.1852,-0.8425,4.8976,7.934
19.7960,5.3010,1.5490,7.4682,9.288
19.8540,1.7174,2.0420,7.5794,8.035
19.8550,-2.9739,2.3956,4.8338,6.160
19.8560,-2.9203,2.3580,4.8745,6.152
19.8560,-6.0548,6.7619,5.2218,10.471
19.8560,-6.0287,6.7361,5.2102,10.434
19.8570,0.8124,11.7902,11.0012,16.146
19.8620,9.6424,17.5976,16.6572,26.079
19.9000,5.0364,17.4833,16.0569,24.266
19.9020,-1.3874,16.0464,13.9873,21.332
19.9020,-4.7902,14.6273,11.1339,18.997
19.9040,-4.7839,13.2005,8.5579,16.443
19.9200,-4.8574,11.5004,4.5637,13.292
19.9240,-6.0091,10.5843,1.3236,12.243
19.9700,-7.2231,9.3231,-1.3490,11.871
19.9730,-7.1279,7.8279,-2.0424,10.782
19.9760,-6.8789,6.2604,-1.4983,9.421
19.9780,-7.2803,4.1165,-0.7906,8.401
19.9800,-7.9501,1.8597,-0.0709,8.165
19.9890,-8.2439,0.7646,0.4954,8.294
19.9940,-8.0142,-0.2352,0.7548,8.053
20.0360,-7.8189,-1.5169,0.6877,7.994
20.0420,-7.7193,-1.6190,0.6851,7.917
20.0450,-8.7072,-3.8954,0.8929,9.580
20.0470,-9.9753,-5.0914,1.4346,11.291
20.0500,-10.6860,-5.7524,2.0496,12.308
20.0630,-11.9079,-6.2713,3.0013,13.789
20.0660,-13.3424,-6.7676,3.4295,15.349
20.1110,-13.1265,-6.9210,3.4866,15.243
20.1150,-15.0017,-6.1800,3.1259,16.523
20.1180,-14.0926,-5.5708,4.1797,15.720
20.1200,-12.5821,-5.0387,5.4419,14.605
20.1230,-9.0592,-3.1491,6.8516,11.787
20.1250,-7.2085,-0.8129,7.7097,10.586
20.1610,-7.0370,-0.9222,7.5709,10.377
20.1660,-6.8245,1.9347,8.9505,11.421
20.1680,-7.8299,7.9247,12.0301,16.396
20.1700,-7.4357,9.9747,13.9962,18.726
20.2090,-7.2971,9.9053,13.8696,18.540
20.2130,-5.1936,12.7587,16.1884,21.256
20.2190,2.4976,17.6410,16.2928,24.143
20.2220,6.9370,18.2789,15.0976,24.702
20.2250,8.2665,16.4423,14.4635,23.407
20.2270,8.2522,16.4612,14.5701,23.481
20.2360,7.1555,14.4771,14.4066,21.641
20.2440,4.6551,8.9783,14.5914,17.754
20.3010,4.6019,5.8511,13.8163,15.694
20.3070,4.3908,2.0719,12.1725,13.105
20.3090,3.8344,-1.3515,9.0435,9.915
20.3120,3.4770,-3.7989,6.7262,8.471
20.3150,3.0048,-6.5279,3.9971,8.223
20.3180,2.6146,-8.6222,2.5179,9.355
20.3200,2.2661,-10.3971,1.9625,10.821
20.3310,2.2676,-11.3876,1.5790,11.718
20.3970,2.1914,-11.3648,1.5099,11.672
20.4000,1.4499,-13.6869,1.1092,13.808
20.4020,0.8604,-14.8195,0.5044,14.853
20.4040,0.3577,-15.2796,-0.1880,15.285
20.4100,-0.0782,-15.2970,-1.0688,15.334
20.4130,-0.2443,-15.1706,-1.8529,15.285
20.4160,-1.5380,-15.0011,-2.5813,15.299
20.4190,-1.7347,-14.8702,-2.5038,15.179
20.4210,-2.9986,-13.4731,-2.8577,14.095
20.4250,-3.1833,-13.3213,-2.7050,13.961
20.4360,-0.7747,-9.2628,-3.5934,9.966
20.4430,-0.9411,-9.1030,-3.4373,9.776
20.4960,1.8779,-5.6645,-3.5819,6.960
20.4970,4.9758,-1.0982,-2.4380,5.649
20.4980,6.4472,1.6512,-1.2864,6.778
20.4980,2.8992,4.1590,2.0585,5.472
20.4990,2.8967,4.1143,1.7968,5.343
20.5630,0.1069,5.1458,1.5621,5.379
20.5650,-2.3169,9.5399,7.9052,12.604
20.5660,-2.2811,9.4905,7.5818,12.360
20.5660,6.9517,14.2711,22.6764,27.680
20.5670,8.3668,13.7761,24.9074,29.668
20.5670,2.8703,11.8310,21.4787,24.689
20.5680,-4.2283,11.1647,18.5659,22.073
20.6210,-7.8200,10.1930,14.5679,19.423
20.6240,-7.2296,9.0501,10.4223,15.582
20.6280,-5.8262,7.2211,4.7479,10.423
20.6300,-5.9563,6.1404,-0.4657,8.567
20.6340,-6.6572,5.2741,-5.0113,9.861
20.6370,-6.7670,5.3511,-4.8112,9.878
20.6390,-6.6515,2.6419,-6.3096,9.541
20.6500,-6.3355,1.5295,-4.9148,8.163
20.6570,-6.2916,0.1848,-2.9290,6.942
20.6640,-6.8400,-1.1869,-1.4535,7.093
20.7210,-6.7970,-1.2269,-1.4213,7.052
20.7250,-9.2394,-3.0566,1.1966,9.805
20.7270,-10.4365,-3.6084,2.4079,11.302
20.7290,-10.5226,-3.8486,3.2011,11.653
20.7320,-10.0778,-4.0641,3.7344,11.490
20.7350,-9.6294,-4.2571,3.2509,11.019
20.7380,-9.7744,-4.2130,1.9473,10.820
20.7800,-10.3574,-3.4813,0.3655,10.933
20.7930,-10.3271,-2.8125,-1.2751,10.779
20.7970,-9.4751,-2.9138,-2.2427,10.164
20.7990,-8.1433,-2.9330,-3.0199,9.167
20.8030,-7.2731,-2.4046,-3.4378,8.396
20.8060,-8.5039,-1.5255,-3.6085,9.363
20.8090,-10.1352,0.0418,-2.2270,10.377
20.8250,-11.1468,2.8038,2.9810,11.874
20.8280,-10.8517,4.4987,8.2805,14.372
20.8840,-9.6264,6.8002,15.1929,19.228
20.8920,-8.1688,8.9205,18.2316,21.879
20.8950,-6.8358,11.9287,17.3025,22.100
20.8960,-5.8070,15.5383,15.7172,22.851
20.9020,-4.0364,16.4964,12.7724,21.250
20.9040,-1.9706,16.3492,13.4588,21.268
20.9060,0.5234,14.2282,16.6990,21.945
20.9090,0.7753,11.2217,18.5124,21.662
20.9220,0.8706,11.1948,18.4142,21.568
21.0000,-1.3717,7.6914,19.5215,21.027
21.0020,-3.5030,5.0010,20.7528,21.632
21.0030,-3.5008,1.4177,20.6644,21.007
21.0030,-1.7985,-1.1350,18.9171,19.036
21.0040,3.4565,-5.1647,10.8168,12.475
21.0040,5.2548,-6.4408,6.4409,10.516
21.0050,5.8998,-7.9457,2.1971,10.138
21.0050,5.8574,-7.9396,2.3030,10.132
21.0590,4.2082,-10.6765,-1.4848,11.572
21.0620,3.2490,-12.1567,-1.5165,12.674
21.0640,2.3863,-13.9585,-0.9033,14.190
21.0670,1.5287,-15.5718,-0.4392,15.653
21.0720,1.6494,-17.0007,-0.3116,17.083
21.0750,3.4133,-18.0565,-1.5295,18.440
21.0780,4.0947,-17.8905,-2.8575,18.574
21.0800,3.5904,-16.7896,-5.3665,17.988
21.0970,2.3605,-14.9185,-7.4300,16.833
21.0990,1.0782,-12.3928,-8.7411,15.204
21.1600,0.7156,-10.0902,-9.1839,13.663
21.1620,1.6569,-7.2946,-7.7507,10.772
21.1630,3.1386,-5.0649,-4.6783,7.576
21.1630,5.6534,-1.9449,0.2453,5.984
21.1640,7.8365,0.7209,5.3692,9.527
21.1640,7.0254,2.8445,9.8575,12.435
21.1660,3.4024,4.3345,12.3945,13.564
21.2130,0.1670,7.1239,12.9891,14.815
21.2150,0.1667,9.3245,10.5326,14.068
21.2170,-0.2008,11.2721,6.9558,13.247
21.2200,-2.0744,13.6427,7.2634,15.594
21.2740,-2.5423,14.7521,11.1782,18.683
21.2790,-1.4860,13.8466,15.8958,21.133
21.2820,-1.7864,11.9631,20.3163,23.644
21.2840,-3.6144,10.7229,20.9413,23.803
21.2870,-3.6227,10.7376,20.8032,23.689
21.2890,-8.4508,7.8919,13.5847,17.839
21.2910,-8.9330,7.1820,8.1753,14.079
21.3370,-8.4606,6.5874,2.2392,10.954
21.3410,-7.4186,5.8120,-3.0311,9.900
21.3430,-6.6395,5.2589,-5.8359,10.286
21.3460,-5.5698,4.1423,-7.3992,10.145
21.3470,-5.0503,2.8751,-7.0592,9.143
21.3490,-4.0235,1.5880,-5.5432,7.031
21.3500,-3.8531,0.1269,-4.0700,5.606
21.3630,-5.6900,-2.1331,-2.4457,6.550
21.3660,-5.6099,-2.1955,-2.3672,6.473
21.4030,-9.9966,-5.0395,0.2698,11.198
21.4050,-10.8392,-5.9605,2.1956,12.563
21.4060,-10.7641,-6.7910,3.0436,13.086
21.4080,-10.2958,-7.5116,2.6217,13.012
21.4150,-10.1626,-7.6040,2.6562,12.967
21.4590,-10.2169,-7.9575,1.2422,13.010
21.4600,-11.0212,-6.7594,-0.5790,12.942
21.4600,-10.8155,-5.8239,-0.1859,12.285
21.4610,-10.0369,-4.7890,1.4094,11.210
21.5080,-10.0231,-4.7937,1.4455,11.204
21.5140,-9.1574,-3.2176,3.3202,10.258
21.5160,-9.1026,0.6717,4.3181,10.097
21.5190,-9.7506,3.1582,4.4983,11.193
21.5210,-10.5677,6.5220,5.7481,13.684
21.5250,-10.4215,9.8564,8.2562,16.551
21.5270,-7.5976,13.9665,12.0025,19.921
21.5370,-3.3645,16.9344,16.2707,23.724
21.5910,-1.3244,18.4331,16.7258,24.926
21.5920,-1.2555,18.4061,16.8353,24.976
21.5930,-0.4691,20.7029,16.3193,26.366
21.5940,1.0447,19.5438,13.8706,23.988
21.5940,0.6359,17.4606,16.2184,23.839
21.5960,0.1033,13.7409,19.5767,23.918
21.6030,0.4073,10.6376,20.3917,23.003
21.6140,1.1956,6.4328,19.1256,20.214
21.6580,1.2502,6.4104,19.1450,20.228
21.6600,3.8179,-0.7010,12.6703,13.252
21.6630,3.8532,-0.7040,12.8186,13.404
21.6650,4.0581,-6.0351,6.2576,9.594
21.6670,2.5594,-7.8724,5.6014,9.995
21.6750,0.5180,-9.9107,5.3468,11.273
21.6830,-0.2538,-11.4956,5.3419,12.679
21.6980,0.1398,-13.1949,5.4554,14.279
21.7030,1.1871,-14.6401,5.1501,15.565
21.7710,2.6366,-16.0786,3.8942,16.752
21.7720,3.1709,-17.0196,2.2490,17.458
21.7730,3.1418,-17.8673,-0.4017,18.146
21.7740,2.7373,-18.4036,-3.4087,18.916
21.7740,2.5117,-18.2672,-3.2871,18.730
21.7750,1.8648,-18.8748,-5.3262,19.700
21.7750,-0.3474,-19.0778,-6.7240,20.231
21.7840,-4.4252,-15.5503,-7.0830,17.651
21.7970,-4.6493,-15.3573,-6.9084,17.470
21.8030,-0.4179,-9.6417,-4.2764,10.556
21.8600,2.3692,-5.9033,-2.6328,6.884
21.8630,4.5122,-1.6796,-0.6427,4.857
21.8650,3.9652,1.9323,2.2924,4.971
21.8670,2.8099,4.4630,5.0116,7.275
21.8690,2.7041,7.1240,6.9411,10.307
21.8710,2.6562,7.1546,6.8849,10.278
21.9120,3.7550,9.8388,9.4714,14.164
21.9150,3.9900,14.1703,13.2127,19.781
21.9170,2.1166,20.6650,18.3479,27.716
21.9190,2.5665,20.5563,19.2108,28.253
21.9210,2.1932,18.7432,20.4238,27.807
21.9240,2.1672,18.7461,20.2994,27.716
21.9340,-3.5203,13.7303,15.2399,20.813
21.9460,-3.5559,13.7564,15.1758,20.789
21.9550,-5.5557,11.6901,9.4324,16.015
22.0250,-7.0798,7.9639,-0.1994,10.658
22.0300,-7.5672,6.5815,-2.7109,10.389
22.0330,-8.0066,4.9205,-3.6468,10.080
22.0350,-8.5530,3.3588,-3.2772,9.756
22.0380,-9.0315,1.8346,-2.4979,9.548
22.0390,-9.0136,0.4270,-2.0195,9.247
22.0420,-8.9752,-0.7628,-1.5110,9.133
22.0460,-9.0531,-2.3519,-0.8250,9.390
22.0480,-9.3818,-3.5230,-0.3665,10.028
22.0540,-9.9668,-4.1385,0.2212,10.794
22.0640,-9.8621,-4.2292,0.2949,10.735
22.1170,-10.8297,-5.1176,2.0957,12.160
22.1180,-10.5792,-5.4748,2.4302,12.157
22.1180,-9.9666,-5.3916,2.0871,11.522
22.1190,-9.8833,-4.8940,0.9756,11.072
22.1190,-9.8471,-3.8035,0.0004,10.556
22.1270,-10.0652,-2.6599,-0.5262,10.424
22.1350,-10.5454,-0.9340,-0.1992,10.589
22.1510,-10.7230,0.3084,0.5370,10.741
22.1550,-10.7453,1.6206,1.8587,11.025
22.2130,-10.5134,3.5210,3.9540,11.771
22.2170,-10.3118,3.3312,3.8457,11.499
22.2190,-9.8383,9.6865,12.0168,18.304
22.2210,-9.5449,13.3547,17.0963,23.701
22.2230,-8.6990,15.9060,18.9637,26.235
22.2250,-5.9311,18.4351,18.7545,26.959
22.2570,-2.9502,19.7649,15.9693,25.581
22.2620,-0.1193,20.6715,13.8570,24.887
22.2640,2.6250,19.8920,11.8212,23.288
22.2660,3.3391,17.3480,10.0282,20.314
22.2680,2.5946,15.3974,9.8243,18.448
22.3070,2.6076,15.3985,9.8557,18.467
22.3100,1.3380,9.4709,12.3263,15.602
22.3120,1.6709,6.2789,13.0586,14.586
22.3140,1.6984,6.2714,13.0907,14.614
22.3170,2.3360,-0.2800,12.6642,12.881
22.3250,2.4271,-2.8689,11.0390,11.661
22.3330,2.5316,-5.6524,8.8809,10.827
22.3870,2.6524,-8.1381,6.6137,10.817
22.3920,2.3528,-9.6737,5.2720,11.265
22.3970,2.2972,-9.6733,5.1716,11.207
22.3990,1.1753,-12.5106,3.7943,13.126
22.4000,1.7464,-13.4475,2.9743,13.883
22.4020,1.6349,-14.8263,1.7481,15.018
22.4040,0.5651,-15.4633,0.7173,15.490
22.4310,-0.9668,-15.5189,-0.2560,15.551
22.4340,-1.6548,-15.4362,-0.9634,15.555
22.4740,-1.8497,-15.3013,-1.0300,15.447
