time,ax,ay,az,aT
10.9630,-5.8263,0.7080,1.3842,6.030
10.9980,-6.0868,0.4632,1.2526,6.232
11.0000,-6.0490,0.0290,1.1357,6.155
11.0000,-6.1846,-0.3316,1.0423,6.281
11.0030,-6.5849,-0.6730,1.0088,6.696
11.0130,-6.5914,-0.7898,1.0251,6.717
11.0240,-6.9421,-1.2538,0.9053,7.112
11.0350,-6.6317,-1.7299,0.6241,6.882
11.0460,-5.8830,-2.4668,0.2323,6.383
11.0560,-5.8784,-2.5469,0.2848,6.413
11.0640,-5.4282,-3.1978,0.1794,6.303
11.1160,-5.3428,-3.1133,0.3993,6.197
11.1180,-4.9522,-3.0202,0.6102,5.833
11.1190,-4.9403,-2.9739,0.6801,5.806
11.1220,-2.4922,-2.5784,1.1423,3.764
11.1260,-1.0215,-2.2304,1.4038,2.826
11.1280,0.6268,-1.7970,1.7777,2.604
11.1410,2.6739,-1.2080,2.3826,3.780
11.1470,5.1920,-0.7020,3.1233,6.100
11.1550,7.5146,0.0272,3.9577,8.493
11.1720,9.0428,1.0564,4.7765,10.281
11.1760,9.1062,1.1954,4.9305,10.424
11.2090,9.7982,2.3973,5.7912,11.631
11.2100,9.2312,2.8782,5.9531,11.355
11.2110,9.2814,2.9084,6.0942,11.478
11.2130,6.1719,3.3520,6.5332,9.592
11.2250,4.3111,3.3100,7.3930,9.176
11.2340,3.5535,2.9179,8.2672,9.460
11.2430,3.5251,2.7832,8.2481,9.392
11.2530,2.4295,1.3759,10.3322,10.703
11.2620,1.8179,0.3420,10.9252,11.081
11.2730,1.7342,0.1467,10.7193,10.860
11.3070,1.0787,-0.6325,11.0584,11.129
11.3080,0.3355,-1.4850,11.5317,11.632
11.3100,0.5470,-2.1379,11.1285,11.345
11.3130,1.2219,-2.8550,10.1114,10.578
11.3230,1.7144,-3.4983,8.6985,9.531
11.3330,2.0594,-3.9941,6.7800,8.134
11.3440,2.0396,-4.0071,6.5925,7.980
11.3550,1.7714,-4.2956,2.5642,5.307
11.3630,1.3748,-4.1687,0.7109,4.447
11.3900,1.3690,-4.1751,0.6152,4.437
11.3910,0.7115,-3.7193,-1.0074,3.918
11.3930,-0.2823,-2.6203,-3.0375,4.021
11.4050,-0.8705,-2.0237,-3.6790,4.288
11.4130,-0.8711,-2.0749,-3.6827,4.316
11.4230,-1.3592,-1.6186,-3.9309,4.463
11.4330,-1.3916,-1.7007,-3.6833,4.289
11.4430,-1.5364,-1.9154,-2.9564,3.843
11.4610,-1.6406,-2.1798,-1.9228,3.338
11.5060,-1.6400,-2.2345,-1.9344,3.380
11.5090,-2.0256,-2.5298,0.2767,3.253
11.5100,-2.0001,-2.7218,1.2352,3.596
11.5110,-1.7068,-2.9652,1.9078,3.917
11.5140,-1.6387,-3.2269,2.3696,4.326
11.5150,-1.6400,-3.2305,2.2874,4.285
11.5250,-1.8781,-3.1731,2.8468,4.658
11.5330,-1.9125,-3.1206,2.8226,4.622
11.5450,-1.9127,-3.0844,2.7294,4.541
11.5570,-1.9601,-2.7911,2.5571,4.263
11.5630,-1.9588,-2.7414,2.4722,4.179
11.6130,-1.7057,-2.6194,2.2720,3.864
11.6150,-1.2992,-2.5778,2.0919,3.565
11.6160,-0.4763,-2.3601,1.6278,2.906
11.6190,-0.1804,-2.3114,1.1847,2.604
11.6200,-0.0356,-2.1659,0.6251,2.255
11.6230,0.1019,-1.9762,0.0475,1.979
11.6330,0.2730,-1.8988,-0.6135,2.014
11.6450,0.2543,-1.7203,-1.1512,2.085
11.6810,0.0505,-1.5426,-1.3859,2.074
11.6860,-0.2425,-1.3499,-1.5693,2.084
11.6880,-0.6653,-1.2256,-1.6334,2.148
11.6890,-1.1218,-1.1607,-1.5118,2.212
11.6940,-1.5829,-1.0442,-1.3449,2.325
11.7050,-1.9428,-1.0939,-1.1884,2.527
11.7130,-1.9359,-1.1868,-1.0634,2.507
11.7230,-1.9932,-1.2684,-0.7899,2.491
11.7330,-2.1050,-1.2234,-0.4437,2.475
11.7440,-2.1038,-1.2409,-0.4676,2.487
11.7560,-2.0972,-1.0855,-0.1037,2.364
11.7640,-1.2310,-0.9399,0.4176,1.604
11.7970,-0.9322,-0.8954,0.4656,1.374
11.7980,-0.6983,-0.8388,0.2872,1.129
11.7990,-0.5654,-0.7846,-0.0269,0.968
11.8050,-0.5435,-0.7837,-0.4497,1.054
11.8130,-0.7714,-0.7082,-0.6554,1.235
11.8240,-1.1868,-0.5219,-0.6723,1.460
11.8330,-1.3082,-0.3144,-0.5404,1.450
11.8430,-1.3340,-0.0846,-0.2380,1.358
11.8570,-1.1517,0.2660,0.3099,1.222
11.8640,-0.9162,0.7813,0.8818,1.492
11.8980,-0.5820,1.3758,1.2742,1.963
11.9000,0.1842,1.5935,1.2326,2.023
11.9020,0.8075,1.4893,0.9128,1.924
11.9060,1.1537,1.2058,0.4868,1.738
11.9130,0.9807,0.9451,0.1979,1.376
11.9230,0.6859,0.9031,0.2731,1.166
11.9330,0.4204,1.0152,0.8002,1.359
11.9440,0.4118,1.0978,1.4741,1.884
11.9600,0.4161,1.1527,1.4380,1.889
11.9640,0.7282,1.1053,1.8662,2.288
12.0010,2.4301,0.8076,2.8206,3.810
12.0050,3.1060,0.7397,2.9792,4.367
12.0070,3.7827,0.7448,2.9540,4.857
12.0090,4.2543,0.7673,2.6715,5.082
12.0140,4.2739,1.0218,2.3859,5.000
12.0220,4.1961,1.3664,2.0992,4.887
12.0330,4.0113,1.6567,1.9319,4.751
12.0420,3.4700,1.7790,1.7088,4.257
12.0530,2.5520,1.6676,1.2611,3.299
12.0650,2.0163,1.4543,0.3417,2.509
12.1220,2.0757,1.3884,-0.3580,2.523
12.1250,2.0805,1.3216,-1.1182,2.707
12.1260,2.0984,1.3108,-1.9338,3.140
12.1280,1.7382,1.3044,-2.4853,3.301
12.1290,1.1143,1.3721,-2.6124,3.154
12.1300,-0.4296,0.8157,-2.4031,2.574
12.1320,-1.3437,0.3061,-2.0224,2.447
12.1430,-1.5599,-0.1652,-1.7409,2.343
12.1530,-1.9408,-0.3496,-1.3207,2.373
12.1700,-2.3847,-0.5312,-0.8465,2.586
12.1730,-2.9538,-0.6898,-0.5064,3.075
12.1860,-3.5032,-0.8679,-0.0902,3.610
12.2060,-3.5066,-0.9525,-0.1118,3.635
12.2070,-3.4194,-1.2372,0.7312,3.709
12.2140,-2.8182,-1.3721,1.2022,3.357
12.2230,-2.8174,-1.4153,1.1733,3.364
12.2320,-2.1629,-1.6187,1.3293,3.011
12.2440,-2.5616,-2.1406,0.9284,3.465
12.2520,-3.1396,-2.2864,0.6962,3.946
12.2630,-3.4323,-2.2674,0.5018,4.144
12.2960,-3.2342,-2.2393,0.4186,3.956
12.2990,-2.7326,-2.3095,0.3789,3.598
12.3000,-2.3039,-2.3491,0.3552,3.309
12.3040,-1.8184,-2.3369,0.1242,2.964
12.3130,-1.6113,-2.3594,-0.1292,2.860
12.3250,-1.6010,-2.3745,-0.4981,2.907
12.3330,-1.7854,-2.3462,-0.8594,3.071
12.3430,-1.8796,-2.3039,-1.0761,3.162
12.3530,-1.8833,-2.2888,-1.0308,3.138
12.3680,-1.9444,-2.1086,-0.8517,2.992
12.4120,-1.9908,-1.9575,-0.5931,2.854
12.4140,-2.0319,-1.8176,-0.4157,2.758
12.4160,-2.0344,-1.7874,-0.3644,2.732
12.4170,-2.1847,-1.6919,-0.3462,2.785
12.4180,-2.4659,-1.3248,-0.3361,2.819
12.4240,-2.9353,-0.6404,-0.2500,3.015
12.4330,-3.5620,-0.0632,-0.0769,3.563
12.4430,-4.3198,0.5911,0.1490,4.363
12.4530,-5.0871,1.1933,0.3130,5.235
12.4720,-5.5527,1.5609,0.4783,5.788
12.4750,-6.1375,1.8219,0.7573,6.447
12.4840,-6.4622,1.9765,1.0084,6.833
12.5140,-6.3378,1.9762,0.8970,6.699
12.5170,-5.6422,1.5525,0.4290,5.868
12.5190,-5.6356,1.5390,0.3379,5.852
12.5230,-4.6104,0.6124,-0.3397,4.663
12.5330,-3.1336,-0.7486,-0.9643,3.363
12.5440,-1.8597,-1.7851,-1.0055,2.767
12.5530,2.0425,-2.7070,0.3918,3.414
12.5650,4.6699,-2.6269,1.5915,5.589
12.5740,4.6670,-2.5462,1.6971,5.581
12.6030,6.8409,-1.4743,2.5924,7.463
12.6070,6.8478,-1.3604,2.6390,7.464
12.6080,6.3950,0.9362,0.9413,6.531
12.6130,6.4040,1.0204,0.9376,6.552
12.6250,5.2938,2.3710,-1.9923,6.133
12.6330,5.3004,2.4194,-2.0078,6.163
12.6440,3.7258,2.2224,-4.5946,6.319
12.6530,2.4754,1.6679,-5.0881,5.899
12.6640,0.4046,1.1896,-4.3911,4.567
12.6720,-1.1210,1.1912,-3.0968,3.502
12.7160,-2.3680,1.4079,-1.2146,3.011
12.7180,-2.8924,1.7556,0.6863,3.452
12.7190,-3.8092,2.2798,1.9098,4.833
12.7210,-4.5013,2.9883,3.0478,6.203
12.7260,-4.9615,3.4983,3.0658,6.801
12.7330,-4.9490,3.5215,2.9739,6.763
12.7450,-4.8855,3.6025,2.1193,6.429
12.7530,-4.8425,2.9620,-1.4390,5.856
12.7860,-5.2101,2.4854,-3.3555,6.677
12.7880,-5.3069,1.8363,-4.7119,7.331
12.7900,-4.9386,0.8735,-5.7592,7.637
12.7940,-4.2652,0.0832,-5.8886,7.271
12.8030,-2.6219,-0.8320,-5.3167,5.986
12.8120,-2.6472,-0.9309,-5.1672,5.880
12.8220,1.2310,-2.0511,-2.4116,3.397
12.8330,2.9842,-2.5763,-0.8582,4.035
12.8450,5.2916,-3.3593,0.7189,6.309
12.8520,5.2878,-3.2924,0.9754,6.305
12.8640,7.2761,-3.8410,2.3530,8.558
12.8730,7.4980,-3.7609,2.6944,8.810
12.9080,7.3304,-3.6258,2.7754,8.636
12.9090,6.4838,-3.1417,2.7894,7.726
12.9100,5.4303,-2.5966,2.6684,6.584
12.9130,5.4402,-2.5838,2.7716,6.630
12.9230,4.9944,-2.3164,2.6244,6.099
12.9330,4.0850,-2.0967,2.1921,5.088
12.9440,3.2267,-1.8952,2.4074,4.450
12.9530,2.2060,-1.5304,2.9056,3.956
12.9650,1.0756,-0.9748,3.1800,3.496
12.9730,0.1356,-0.4352,3.2256,3.258
13.0170,-0.8500,0.2880,3.1884,3.312
13.0190,-0.8511,0.3461,3.0618,3.197
13.0210,-1.8001,1.0264,2.7622,3.453
13.0220,-4.4386,1.7352,2.1229,5.217
13.0240,-4.4380,1.7640,1.9557,5.161
13.0340,-6.7132,2.2722,1.1554,7.181
13.0440,-6.7100,2.2722,0.9714,7.151
13.0520,-7.6994,2.5111,0.3011,8.104
13.0630,-8.0894,2.6713,-0.5704,8.538
13.0760,-8.2045,2.7396,-1.7432,8.824
13.1170,-7.3252,2.2619,-4.2359,8.759
13.1180,-6.5766,1.8409,-4.9331,8.425
13.1180,-5.8662,1.2989,-5.3027,8.014
13.1190,-4.8667,0.8463,-4.7906,6.881
13.1230,-4.8715,0.7994,-4.7945,6.882
13.1330,-1.6181,-0.2817,-3.0990,3.507
13.1450,0.8125,-0.8281,-1.8119,2.152
13.1540,2.4084,-1.1931,-1.0017,2.868
13.1640,3.7980,-1.5084,-0.3225,4.099
13.1730,4.8031,-1.6315,0.4228,5.090
13.2100,5.5859,-1.6150,1.1819,5.934
13.2140,5.5890,-1.5989,1.3662,5.972
13.2160,6.6614,-1.7604,2.5760,7.356
13.2180,6.4121,-2.0125,2.7773,7.272
13.2240,5.6271,-2.2649,2.9450,6.743
13.2360,4.6622,-2.3110,2.9972,6.005
13.2440,4.6583,-2.3245,2.9527,5.985
13.2540,3.3564,-2.1233,2.8470,4.887
13.2650,2.2797,-1.7733,2.6799,3.940
13.2740,1.2528,-0.8716,2.3694,2.818
13.3100,1.4738,-0.1271,1.9582,2.454
13.3110,1.8577,0.2937,1.5210,2.419
13.3120,1.8525,0.5362,0.7256,2.061
13.3140,1.3960,0.6323,-0.1661,1.541
13.3250,0.4401,0.7531,-1.4464,1.689
13.3340,-0.6246,0.9636,-2.3524,2.618
13.3450,-2.1241,1.2998,-3.3423,4.168
13.3540,-2.1205,1.2877,-3.4124,4.219
13.3650,-4.4244,1.8854,-4.3526,6.487
13.3750,-5.3307,2.1787,-4.6788,7.420
13.4210,-5.9909,2.4143,-4.8306,8.066
13.4240,-6.2593,2.5232,-4.8009,8.282
13.4260,-6.1851,2.6457,-4.5725,8.134
13.4280,-5.9824,2.7569,-3.9988,7.706
13.4300,-5.8311,2.8124,-3.3588,7.293
13.4360,-5.6008,2.7935,-2.7323,6.829
13.4480,-5.6138,2.7439,-2.6508,6.788
13.4550,-4.9806,2.4699,-2.1253,5.952
13.4660,-3.0280,1.3338,-1.7892,3.762
13.4750,-3.0414,1.2585,-1.6999,3.705
13.5130,-1.9980,0.3142,-1.6246,2.594
13.5150,-0.9815,-0.7609,-1.5341,1.974
13.5170,1.3190,-2.6653,-1.1223,3.179
13.5180,2.2159,-3.3418,-0.6848,4.068
13.5260,3.2349,-4.0310,0.2352,5.174
13.5370,3.7775,-4.2359,1.3007,5.823
13.5470,4.1159,-3.8957,2.4469,6.173
13.5560,4.7709,-3.5178,3.1828,6.728
13.5680,6.0033,-3.5944,2.9060,7.577
13.5760,7.0802,-3.7370,2.1228,8.283
13.6160,8.0089,-3.8635,1.0409,8.953
13.6170,8.3073,-3.7557,0.1404,9.118
13.6180,8.0848,-3.4822,-0.2743,8.807
13.6190,7.0227,-2.8188,-0.0767,7.568
13.6270,5.0613,-1.5393,0.7950,5.350
13.6350,3.5959,-0.4556,1.7514,4.026
13.6490,2.2709,0.7383,2.7690,3.656
13.6550,1.0278,1.8363,3.3212,3.932
13.6660,0.3303,2.5497,3.4290,4.286
13.6770,-0.3096,2.9948,3.2984,4.466
13.7090,-0.9727,3.0388,2.7806,4.232
13.7090,-0.9867,3.0184,2.6503,4.136
13.7100,-1.8086,2.8270,1.9261,3.870
13.7150,-4.4501,2.7243,0.2328,5.223
13.7250,-4.4700,2.6167,0.0987,5.181
13.7350,-6.5364,2.6461,-1.4713,7.204
13.7490,-6.9795,2.3161,-2.0935,7.646
13.7560,-6.9939,2.1673,-2.1655,7.636
13.7680,-6.4697,1.4860,-2.3588,7.045
13.8170,-5.4281,0.7602,-2.3307,5.956
13.8180,-4.2642,-0.3438,-2.2152,4.818
13.8200,-3.4514,-1.3465,-1.9453,4.184
13.8210,-2.6063,-2.2925,-1.3161,3.712
13.8220,-2.1901,-2.7875,-0.5077,3.581
13.8250,-2.1816,-2.8775,-0.3431,3.627
13.8350,-0.7358,-3.6159,1.6127,4.027
13.8450,-0.3826,-3.5298,2.5905,4.395
13.8550,0.2258,-3.0684,3.5710,4.714
13.8670,1.4158,-2.7672,3.8205,4.925
13.8750,2.5054,-2.8238,3.4434,5.110
13.9130,3.7070,-3.0452,2.7106,5.510
13.9150,3.7146,-2.9571,2.7655,5.495
13.9170,4.8531,-3.1347,1.6733,6.015
13.9180,4.6292,-2.5469,1.7482,5.565
13.9260,3.8644,-1.6632,2.2748,4.783
13.9360,3.0957,-0.6948,2.9520,4.334
13.9450,1.9582,0.7278,3.5866,4.151
13.9550,0.9002,1.8888,3.7240,4.272
13.9670,0.8903,1.9883,3.5809,4.192
13.9760,-1.6782,3.9908,2.8738,5.196
14.0140,-3.0614,4.6418,1.8925,5.874
14.0150,-3.6323,4.8485,1.1820,6.172
14.0160,-3.6396,4.8593,0.9232,6.141
14.0170,-4.2756,4.7902,0.1854,6.423
14.0250,-5.1337,4.0781,-0.9215,6.621
14.0350,-5.2211,3.4691,-1.7223,6.501
14.0480,-5.2020,2.6018,-2.9272,6.511
14.0550,-5.1465,1.7566,-3.8775,6.679
14.0650,-5.1439,1.6136,-3.9826,6.703
14.0750,-4.8382,0.5831,-4.9825,6.969
14.0850,-3.1890,-1.4742,-5.9448,6.905
14.0950,-2.6157,-2.3032,-5.4625,6.480
14.1380,-1.3997,-2.7606,-3.7816,4.887
14.1400,0.2743,-3.0451,-2.3243,3.841
14.1400,2.5670,-3.4750,-0.5184,4.351
14.1410,2.5691,-3.3991,-0.1853,4.265
14.1450,6.0966,-3.4706,2.9284,7.602
14.1560,7.2208,-3.2453,3.8616,8.808
14.1680,7.2537,-3.1308,4.1333,8.916
14.1770,7.4841,-2.5319,2.9853,8.446
14.2100,7.0661,-2.2191,1.7273,7.605
14.2110,6.3324,-2.1324,0.4858,6.699
14.2130,6.3426,-2.0932,0.5298,6.700
14.2170,5.0556,-2.0261,-0.3371,5.457
14.2270,1.8229,-1.1185,0.0347,2.139
14.2350,0.9184,-0.4858,0.4316,1.125
14.2450,0.2645,0.2393,0.9527,1.017
14.2560,-0.8263,1.0060,1.5421,2.018
14.2680,-2.2174,2.2317,2.2992,3.897
14.2750,-3.4061,3.2302,2.8963,5.516
14.3180,-4.0162,3.9041,2.9837,6.346
14.3190,-4.0289,3.9012,2.8167,6.276
14.3200,-4.0187,3.7044,1.1739,5.590
14.3210,-4.0812,3.2806,-0.2092,5.240
14.3250,-3.9269,2.6456,-1.4884,4.963
14.3360,-3.5880,1.5589,-2.7994,4.811
14.3470,-3.0102,-0.0121,-3.6132,4.703
14.3550,-3.0139,-0.1836,-3.5942,4.694
14.3680,-2.4298,-1.4446,-3.5587,4.545
14.3780,-1.7071,-3.1588,-1.6355,3.946
14.4270,-1.4204,-3.4958,-0.0803,3.774
14.4280,-1.4870,-3.4094,2.0289,4.237
14.4300,-0.7207,-3.1686,4.1590,5.278
14.4310,0.4649,-3.1108,5.1609,6.044
14.4330,1.9254,-3.0708,5.5555,6.633
14.4350,3.0254,-2.8897,5.1670,6.648
14.4450,3.6281,-2.4605,4.3844,6.200
14.4570,3.7603,-1.8594,3.3010,5.338
14.5000,2.9698,-0.8597,2.0856,3.729
14.5010,2.9762,-0.7550,2.1067,3.724
14.5010,2.3874,-0.0399,1.4046,2.770
14.5020,1.6281,0.8227,0.5658,1.910
14.5040,-0.8667,2.6359,0.6880,2.859
14.5160,-2.1675,3.4014,1.4015,4.270
14.5270,-3.2899,3.9679,2.2865,5.639
14.5360,-3.3062,4.0311,2.0741,5.611
14.5480,-3.1542,4.3314,2.2001,5.792
14.5580,-2.8253,4.5996,1.9146,5.728
14.5710,-2.3460,4.4618,1.1172,5.163
14.5760,-1.3320,3.2411,-1.6824,3.887
14.6300,-1.6209,2.5081,-3.4858,4.590
14.6340,-1.7863,2.0088,-4.6040,5.331
14.6350,-1.4795,1.2913,-5.4462,5.789
14.6370,-1.2086,0.1726,-5.7385,5.867
14.6390,-1.1433,-0.6895,-5.0219,5.196
14.6400,-0.3141,-1.4128,-3.6299,3.908
14.6510,0.8141,-2.0639,-1.2878,2.565
14.6570,1.7557,-2.6582,0.4960,3.224
14.6680,1.7733,-2.6927,0.8235,3.328
14.6770,4.2342,-4.3356,3.9378,7.227
14.6870,4.6465,-4.7867,4.6696,8.143
14.6970,4.3921,-4.9474,4.5221,8.014
14.7310,2.9441,-4.5207,3.7170,6.551
14.7320,1.6540,-3.7014,2.9714,5.026
14.7320,0.0025,-2.3020,2.1210,3.130
14.7370,-1.3325,-1.1222,1.7347,2.459
14.7470,-2.1313,0.1316,1.7263,2.746
14.7580,-2.4324,1.0860,2.1160,3.402
14.7730,-2.6447,2.0444,2.9786,4.477
14.7800,-2.9581,2.7497,3.5480,5.376
14.7880,-3.2109,3.4342,4.0783,6.224
14.8300,-3.2225,3.5232,3.8854,6.156
14.8330,-3.3017,4.0304,4.1680,6.672
14.8350,-2.7534,3.5675,2.7533,5.281
14.8360,-2.2097,2.5513,0.6944,3.446
14.8380,-1.7571,1.6066,-0.8406,2.525
14.8540,-1.4156,0.4277,-2.3837,2.805
14.8590,-1.2533,-0.8150,-3.5373,3.840
14.8980,-1.1009,-1.7653,-4.1609,4.652
14.9000,-1.1096,-1.8956,-4.1459,4.692
14.9020,-1.1826,-2.9426,-2.7611,4.205
14.9030,-0.5103,-3.1039,-1.4493,3.463
14.9080,0.5569,-3.2529,0.5053,3.339
14.9190,0.5617,-3.2484,0.7132,3.373
14.9270,2.8471,-3.6141,3.2947,5.659
14.9400,3.7690,-3.9115,3.5737,6.502
14.9490,3.4122,-3.7022,3.0834,5.904
14.9590,3.4348,-3.6516,3.2654,5.983
14.9730,0.5125,-1.6316,1.7869,2.473
14.9910,-0.7890,-0.4625,1.1444,1.465
15.0380,-0.7936,-0.4118,1.0828,1.404
15.0400,-2.6512,1.1359,0.7677,2.985
15.0410,-2.5705,1.1925,0.8743,2.965
15.0430,-2.5795,1.2517,0.7248,2.957
15.0450,-2.1793,1.1205,0.9480,2.627
15.0460,-3.0482,1.9949,2.1467,4.228
15.0480,-3.0383,2.2990,1.9641,4.287
15.0590,-2.9602,2.2006,1.3732,3.936
15.0700,-1.9423,1.5030,0.0905,2.458
15.0780,-1.1973,0.7913,-1.0143,1.757
15.0890,-0.3791,-0.1796,-2.2686,2.307
15.0980,-0.3770,-0.2032,-2.3560,2.395
15.1420,0.2868,-2.3775,-3.3980,4.157
15.1440,0.2781,-2.4256,-3.3360,4.134
15.1450,0.5709,-2.2459,-1.1666,2.594
15.1460,0.9189,-2.1891,-0.1063,2.377
15.1480,0.9167,-2.1790,0.0393,2.364
15.1580,4.5214,-3.4810,0.6943,5.748
15.1670,6.7039,-4.4644,0.1754,8.056
15.1780,7.4178,-5.0655,-0.3667,8.990
15.2220,6.9928,-4.8966,-0.9164,8.586
15.2240,6.1992,-4.2339,-1.0882,7.586
15.2260,4.5483,-2.7446,-0.9530,5.397
15.2270,2.3364,-0.9769,-0.4043,2.565
15.2290,0.7442,0.7560,0.2124,1.082
15.2390,-1.1687,2.4740,0.7640,2.841
15.2520,-2.7114,3.7705,1.1574,4.786
15.2590,-3.1601,4.1735,1.3203,5.399
15.2740,-3.1525,4.2554,1.1795,5.426
15.2790,-3.4281,4.1325,0.9065,5.445
15.3350,-3.2780,3.7858,0.3314,5.019
15.3380,-2.6466,3.0542,-0.5099,4.073
15.3400,-2.3161,1.8342,-1.6054,3.362
15.3420,-2.3293,0.8751,-2.2682,3.367
15.3430,-2.3664,-0.0548,-2.8190,3.681
15.3450,-2.1206,-0.6696,-2.9707,3.711
15.3490,-1.6377,-0.9050,-2.5546,3.167
15.3590,-1.1286,-0.9433,-1.6396,2.203
15.3770,0.1185,-0.9632,-0.1134,0.977
15.3830,1.0281,-1.0556,0.9705,1.764
15.4210,2.0450,-0.6839,2.4551,3.268
15.4230,2.9740,-0.5155,3.2390,4.427
15.4250,4.4903,-0.9589,3.0038,5.487
15.4260,5.6589,-1.4378,2.2033,6.241
15.4300,5.8237,-1.5638,0.9972,6.112
15.4390,5.2172,-1.3571,0.3328,5.401
15.4490,4.2823,-1.0492,-0.4813,4.435
15.4590,3.1543,-0.5502,-0.5702,3.252
15.4700,2.0489,0.0549,-0.1990,2.059
15.4790,0.9635,0.2905,0.7677,1.266
15.5370,-0.0368,0.5965,2.0186,2.105
15.5400,-0.8349,0.8685,2.7612,3.013
15.5410,-1.8809,1.3466,3.3216,4.048
15.5430,-1.8888,1.3551,3.2003,3.956
15.5450,-3.9754,2.6715,3.6266,6.008
15.5460,-3.9833,2.6711,3.4386,5.901
15.5500,-5.0256,3.0653,2.3781,6.349
15.5590,-5.1626,2.9638,1.5728,6.157
15.5690,-5.3072,2.7412,0.5487,5.998
15.5790,-5.1436,2.1374,-0.6186,5.604
15.6210,-5.4343,1.5086,-1.6461,5.875
15.6230,-5.3495,0.8775,-2.3931,5.926
15.6250,-4.8014,0.0559,-3.0838,5.707
15.6260,-4.1677,-0.7813,-3.2971,5.371
15.6290,-3.1536,-1.8101,-3.0456,4.743
15.6430,-1.9975,-2.4505,-2.2367,3.873
15.6540,0.0910,-2.9142,-1.0022,3.083
15.6600,1.9634,-3.2146,0.0564,3.767
15.6710,1.9579,-3.1594,0.2894,3.728
15.6800,5.1225,-3.5685,1.2691,6.371
15.7360,6.9888,-3.8150,1.1738,8.048
15.7390,8.2926,-4.0920,0.6881,9.273
15.7410,8.8432,-4.3383,-0.0218,9.850
15.7440,8.8613,-4.2420,0.1201,9.825
15.7450,8.5752,-4.1181,-0.3843,9.521
15.7470,5.9044,-2.6057,-0.4788,6.472
15.7500,3.8822,-1.1676,0.1819,4.058
15.7620,3.8880,-1.1290,0.1964,4.053
15.7690,0.0298,1.9857,1.4493,2.459
15.7800,0.0320,2.0578,1.3760,2.476
15.8400,-2.4071,4.6663,2.1331,5.667
15.8410,-2.4084,4.7284,1.9943,5.669
15.8420,-3.0281,5.2864,2.1740,6.468
15.8430,-3.3500,4.8229,1.6630,6.103
15.8440,-3.8366,4.1191,0.8691,5.696
15.8520,-4.5171,3.2028,-0.1095,5.538
15.8540,-5.3194,1.9983,-1.2006,5.808
15.8620,-5.8075,0.9931,-1.8957,6.189
15.8690,-6.0565,-0.1272,-2.5135,6.559
15.8810,-6.3611,-1.1807,-2.7497,7.030
15.9360,-6.2964,-2.0949,-2.6062,7.129
15.9460,-5.7255,-2.9781,-2.2982,6.851
15.9480,-4.9042,-3.9958,-1.5888,6.522
15.9530,-4.1276,-4.4515,-0.7417,6.116
15.9560,-2.8799,-4.5782,0.4325,5.426
15.9570,-1.3425,-4.3840,1.5697,4.846
15.9600,0.6074,-4.0901,2.3415,4.752
15.9620,0.6162,-3.9755,2.6063,4.793
15.9700,2.1319,-3.6704,2.6982,5.030
15.9820,4.3674,-2.8965,0.8083,5.303
16.0380,4.3931,-2.7723,1.0057,5.291
16.0400,4.1090,-1.0183,-0.8129,4.311
16.0430,3.8552,-0.6053,-1.2894,4.110
16.0440,3.8632,-0.5218,-1.2684,4.099
16.0460,2.6694,-1.1119,-1.3255,3.181
16.0470,2.1567,-1.3932,-0.4167,2.601
16.0510,1.3464,-1.3819,0.9971,2.172
16.0630,0.8262,-0.8549,2.4563,2.729
16.0680,0.5666,-0.0428,3.3666,3.414
16.0880,0.5612,0.0259,3.2656,3.314
16.0900,-0.2323,2.5672,4.4511,5.144
16.1310,-0.2910,3.1977,3.9447,5.086
16.1320,-0.0771,3.4502,2.8905,4.502
16.1320,0.0353,3.4236,1.3642,3.686
16.1320,-0.4128,3.4358,-0.2876,3.472
16.1400,-1.3877,3.5783,-1.5003,4.121
16.1500,-2.8112,3.7647,-2.4967,5.321
16.1590,-3.5987,3.8002,-2.9782,6.022
16.1690,-4.3498,3.7505,-3.2498,6.599
16.1820,-4.6490,3.6201,-3.2478,6.728
16.1880,-4.7800,3.4541,-2.9589,6.598
16.2080,-4.5991,3.3415,-2.3189,6.140
16.2160,-4.2019,3.2997,-1.0035,5.436
16.2180,-3.4399,3.2429,-0.1898,4.731
16.2280,-2.0694,2.8582,0.5392,3.570
16.2380,-0.7059,1.9289,0.8458,2.221
16.2480,0.4785,0.4807,0.9007,1.128
16.2590,1.2446,-0.8725,0.8527,1.743
16.2700,1.6297,-2.2456,0.7523,2.875
16.2800,1.6297,-2.3166,0.8481,2.957
16.2880,2.0298,-3.1804,1.1800,3.953
16.3330,2.6631,-4.2380,1.5756,5.247
16.3350,3.7888,-5.3820,2.0845,6.904
16.3360,8.3626,-6.4867,3.6375,11.191
16.3410,11.2867,-6.1651,4.4316,13.603
16.3430,12.8020,-5.5398,4.8220,14.759
16.3480,13.7802,-4.3439,4.9191,15.263
16.3620,13.8309,-4.1181,5.0859,15.301
16.3690,13.6042,-2.1753,4.5545,14.510
16.3910,11.8942,1.5712,3.5212,12.504
16.3960,11.0322,2.7921,3.1724,11.814
16.4000,10.6633,3.2637,3.1551,11.589
16.4090,10.7158,3.4543,3.1936,11.703
16.4180,9.3670,3.1890,4.1045,10.713
16.4280,7.5689,3.0173,4.8066,9.460
16.4380,5.4966,2.6974,5.2171,8.044
