time;gFx;gFy;gFz;TgF
0,004000;0,0244;0,4210;0,9538;1,043
0,005000;0,0222;0,4207;0,9589;1,047
0,005000;0,0183;0,4173;0,9631;1,050
0,005000;0,0178;0,4156;0,9663;1,052
0,005000;0,0156;0,4141;0,9677;1,053
0,006000;0,0122;0,4107;0,9719;1,055
0,006000;0,0095;0,4058;0,9741;1,055
0,006000;0,0081;0,4048;0,9782;1,059
0,006000;0,0029;0,4014;0,9821;1,061
0,006000;0,0022;0,3990;0,9873;1,065
0,007000;0,0002;0,3975;0,9880;1,065
0,007000;-0,0005;0,3946;0,9968;1,072
0,007000;-0,0005;0,3946;0,9968;1,072
0,007000;-0,0010;0,3946;0,9990;1,074
0,008000;0,0017;0,3948;1,0029;1,078
0,008000;0,0034;0,3938;1,0068;1,081
0,008000;0,0029;0,3936;1,0078;1,082
0,008000;0,0037;0,3919;1,0124;1,086
0,009000;0,0054;0,3924;1,0134;1,087
0,011000;0,0054;0,3897;1,0161;1,088
0,013000;0,0054;0,3887;1,0181;1,090
0,014000;0,0042;0,3882;1,0188;1,090
0,016000;0,0020;0,3889;1,0237;1,095
0,019000;0,0000;0,3870;1,0254;1,096
0,020000;-0,0049;0,3885;1,0308;1,102
0,022000;-0,0081;0,3860;1,0339;1,104
0,024000;-0,0078;0,3858;1,0369;1,106
0,026000;-0,0064;0,3872;1,0391;1,109
0,028000;-0,0037;0,3872;1,0418;1,111
0,030000;-0,0015;0,3865;1,0415;1,111
0,033000;0,0029;0,3875;1,0400;1,110
0,037000;0,0081;0,3865;1,0398;1,109
0,038000;0,0105;0,3867;1,0381;1,108
0,038000;0,0178;0,3882;1,0359;1,106
0,060000;0,0227;0,3897;1,0290;1,101
0,069000;0,0247;0,3902;1,0222;1,094
0,070000;0,0288;0,3887;1,0141;1,086
0,070000;0,0322;0,3887;1,0024;1,076
0,071000;0,0357;0,3882;0,9890;1,063
0,071000;0,0349;0,3887;0,9817;1,056
0,072000;0,0364;0,3877;0,9653;1,041
0,072000;0,0354;0,3877;0,9423;1,020
0,073000;0,0362;0,3865;0,9345;1,012
0,073000;0,0332;0,3863;0,9274;1,005
0,074000;0,0308;0,3865;0,9125;0,991
0,074000;0,0293;0,3853;0,9064;0,985
0,075000;0,0269;0,3828;0,8964;0,975
0,076000;0,0225;0,3831;0,8849;0,965
0,076000;0,0225;0,3821;0,8810;0,961
0,076000;0,0191;0,3816;0,8720;0,952
0,077000;0,0149;0,3806;0,8644;0,945
0,077000;0,0132;0,3804;0,8622;0,942
0,078000;0,0068;0,3789;0,8561;0,936
0,078000;0,0044;0,3784;0,8536;0,934
0,081000;0,0017;0,3770;0,8571;0,936
0,083000;0,0000;0,3775;0,8573;0,937
0,086000;-0,0015;0,3762;0,8607;0,939
0,089000;-0,0022;0,3748;0,8666;0,944
0,091000;-0,0037;0,3721;0,8695;0,946
0,092000;-0,0034;0,3714;0,8788;0,954
0,094000;-0,0024;0,3682;0,8861;0,960
0,095000;-0,0032;0,3677;0,8913;0,964
0,097000;-0,0029;0,3670;0,9015;0,973
0,102000;-0,0034;0,3662;0,9098;0,981
0,104000;-0,0039;0,3665;0,9162;0,987
0,106000;-0,0049;0,3670;0,9233;0,994
0,107000;-0,0081;0,3694;0,9294;1,000
0,109000;-0,0105;0,3692;0,9325;1,003
0,110000;-0,0093;0,3701;0,9384;1,009
0,111000;-0,0093;0,3716;0,9455;1,016
0,114000;-0,0105;0,3718;0,9516;1,022
0,118000;-0,0071;0,3726;0,9567;1,027
0,120000;-0,0071;0,3726;0,9567;1,027
0,121000;-0,0022;0,3745;0,9597;1,030
0,122000;-0,0017;0,3750;0,9597;1,030
0,128000;0,0007;0,3750;0,9572;1,028
0,129000;0,0027;0,3731;0,9560;1,026
0,131000;0,0029;0,3718;0,9558;1,026
0,132000;0,0027;0,3684;0,9521;1,021
0,133000;0,0034;0,3684;0,9511;1,020
0,134000;0,0034;0,3672;0,9484;1,017
0,135000;0,0039;0,3621;0,9470;1,014
0,137000;0,0037;0,3601;0,9462;1,012
0,138000;0,0032;0,3604;0,9435;1,010
0,141000;0,0027;0,3618;0,9435;1,011
0,142000;0,0007;0,3640;0,9391;1,007
0,145000;-0,0017;0,3655;0,9369;1,006
0,146000;-0,0039;0,3655;0,9343;1,003
0,148000;-0,0083;0,3679;0,9299;1,000
0,150000;-0,0095;0,3689;0,9211;0,992
0,154000;-0,0120;0,3696;0,9211;0,993
0,155000;-0,0132;0,3670;0,9147;0,986
0,157000;-0,0103;0,3662;0,9147;0,985
0,159000;-0,0105;0,3655;0,9167;0,987
0,161000;-0,0103;0,3660;0,9213;0,991
0,162000;-0,0090;0,3628;0,9277;0,996
0,165000;-0,0078;0,3609;0,9325;1,000
0,167000;-0,0078;0,3594;0,9340;1,001
0,170000;-0,0093;0,3584;0,9391;1,005
0,171000;-0,0122;0,3582;0,9418;1,008
0,174000;-0,0127;0,3594;0,9421;1,008
0,178000;-0,0205;0,3601;0,9338;1,001
0,178000;-0,0205;0,3601;0,9338;1,001
0,179000;-0,0220;0,3604;0,9306;0,998
0,181000;-0,0230;0,3613;0,9208;0,989
0,183000;-0,0222;0,3640;0,9128;0,983
0,185000;-0,0208;0,3655;0,9079;0,979
0,189000;-0,0169;0,3672;0,9005;0,973
0,189000;-0,0132;0,3704;0,8908;0,965
0,191000;-0,0110;0,3716;0,8886;0,963
0,194000;-0,0054;0,3738;0,8829;0,959
0,196000;0,0012;0,3772;0,8759;0,954
0,198000;0,0024;0,3797;0,8729;0,952
0,201000;0,0071;0,3819;0,8663;0,947
0,201000;0,0112;0,3821;0,8619;0,943
0,204000;0,0169;0,3831;0,8580;0,940
0,204000;0,0191;0,3843;0,8566;0,939
0,206000;0,0222;0,3860;0,8566;0,940
0,211000;0,0225;0,3855;0,8529;0,936
0,212000;0,0232;0,3863;0,8507;0,935
0,215000;0,0242;0,3863;0,8500;0,934
0,215000;0,0254;0,3853;0,8534;0,937
0,217000;0,0261;0,3848;0,8544;0,937
0,219000;0,0247;0,3848;0,8563;0,939
0,235000;0,0261;0,3821;0,8607;0,942
0,235000;0,0286;0,3806;0,8627;0,943
0,236000;0,0298;0,3811;0,8678;0,948
0,236000;0,0305;0,3787;0,8751;0,954
0,237000;0,0310;0,3789;0,8817;0,960
0,237000;0,0318;0,3809;0,8854;0,964
0,238000;0,0347;0,3809;0,8925;0,971
0,238000;0,0384;0,3826;0,9064;0,985
0,239000;0,0391;0,3819;0,9098;0,987
0,239000;0,0401;0,3836;0,9123;0,990
0,241000;0,0398;0,3838;0,9220;1,000
0,242000;0,0398;0,3831;0,9242;1,001
0,245000;0,0388;0,3826;0,9301;1,006
0,246000;0,0386;0,3806;0,9355;1,011
0,249000;0,0354;0,3806;0,9401;1,015
0,255000;0,0352;0,3787;0,9457;1,019
0,255000;0,0320;0,3745;0,9472;1,019
0,256000;0,0315;0,3721;0,9496;1,020
0,257000;0,0274;0,3721;0,9518;1,022
0,259000;0,0242;0,3687;0,9558;1,025
0,260000;0,0215;0,3657;0,9597;1,027
0,264000;0,0198;0,3635;0,9614;1,028
0,265000;0,0147;0,3628;0,9685;1,034
0,267000;0,0142;0,3606;0,9736;1,038
0,269000;0,0127;0,3606;0,9760;1,041
0,274000;0,0083;0,3611;0,9797;1,044
0,276000;0,0051;0,3628;0,9824;1,047
0,277000;0,0044;0,3657;0,9861;1,052
0,279000;0,0027;0,3652;0,9870;1,052
0,279000;-0,0012;0,3652;0,9873;1,053
0,281000;-0,0061;0,3670;0,9882;1,054
0,283000;-0,0064;0,3679;0,9843;1,051
0,285000;-0,0103;0,3684;0,9814;1,048
0,287000;-0,0129;0,3684;0,9755;1,043
0,289000;-0,0112;0,3682;0,9733;1,041
0,291000;-0,0134;0,3670;0,9641;1,032
0,293000;-0,0098;0,3667;0,9562;1,024
0,296000;-0,0107;0,3616;0,9431;1,010
0,297000;-0,0107;0,3616;0,9431;1,010
0,298000;-0,0071;0,3601;0,9355;1,002
0,300000;-0,0046;0,3591;0,9350;1,002
0,302000;-0,0044;0,3560;0,9335;0,999
0,308000;-0,0002;0,3552;0,9306;0,996
0,309000;0,0017;0,3565;0,9281;0,994
0,310000;0,0039;0,3567;0,9303;0,996
0,311000;0,0061;0,3569;0,9321;0,998
0,314000;0,0071;0,3577;0,9301;0,997
0,316000;0,0086;0,3611;0,9311;0,999
0,316000;0,0093;0,3650;0,9279;0,997
0,318000;0,0112;0,3687;0,9291;1,000
0,324000;0,0117;0,3692;0,9303;1,001
0,324000;0,0120;0,3718;0,9323;1,004
0,325000;0,0137;0,3731;0,9328;1,005
0,327000;0,0125;0,3738;0,9347;1,007
0,331000;0,0151;0,3765;0,9352;1,008
0,335000;0,0151;0,3777;0,9367;1,010
0,336000;0,0137;0,3775;0,9372;1,010
0,338000;0,0147;0,3755;0,9406;1,013
0,339000;0,0195;0,3721;0,9406;1,012
0,340000;0,0213;0,3731;0,9438;1,015
0,341000;0,0225;0,3731;0,9443;1,016
0,343000;0,0242;0,3694;0,9474;1,017
0,346000;0,0261;0,3672;0,9499;1,019
0,346000;0,0288;0,3679;0,9570;1,026
0,348000;0,0301;0,3662;0,9665;1,034
0,350000;0,0318;0,3645;0,9746;1,041
0,354000;0,0298;0,3631;0,9787;1,044
0,357000;0,0249;0,3606;0,9963;1,060
0,358000;0,0249;0,3606;0,9963;1,060
0,359000;0,0252;0,3596;0,9961;1,059
0,361000;0,0205;0,3591;0,9995;1,062
0,363000;0,0164;0,3565;0,9997;1,062
0,364000;0,0147;0,3557;0,9990;1,061
0,367000;0,0103;0,3535;0,9958;1,057
0,369000;0,0034;0,3528;0,9902;1,051
0,370000;0,0024;0,3511;0,9863;1,047
0,374000;-0,0042;0,3513;0,9770;1,038
0,375000;-0,0103;0,3528;0,9660;1,028
0,377000;-0,0181;0,3552;0,9560;1,020
0,379000;-0,0215;0,3543;0,9504;1,014
0,383000;-0,0269;0,3579;0,9411;1,007
0,383000;-0,0283;0,3601;0,9323;1,000
0,385000;-0,0301;0,3609;0,9284;0,997
0,387000;-0,0308;0,3621;0,9213;0,990
0,389000;-0,0310;0,3650;0,9186;0,989
0,392000;-0,0293;0,3633;0,9167;0,986
0,395000;-0,0259;0,3638;0,9162;0,986
0,399000;-0,0200;0,3655;0,9142;0,985
0,400000;-0,0176;0,3660;0,9140;0,985
0,402000;-0,0120;0,3648;0,9150;0,985
0,405000;-0,0086;0,3674;0,9101;0,981
0,407000;-0,0066;0,3662;0,9084;0,979
0,408000;-0,0054;0,3662;0,9059;0,977
0,409000;-0,0027;0,3652;0,9079;0,979
0,411000;0,0012;0,3670;0,9081;0,979
0,412000;0,0022;0,3670;0,9096;0,981
0,414000;0,0042;0,3687;0,9123;0,984
0,418000;0,0086;0,3694;0,9140;0,986
0,419000;0,0107;0,3711;0,9128;0,985
0,421000;0,0129;0,3718;0,9137;0,987
0,422000;0,0186;0,3731;0,9115;0,985
0,422000;0,0191;0,3731;0,9103;0,984
0,425000;0,0210;0,3721;0,9096;0,983
0,426000;0,0227;0,3704;0,9084;0,981
0,428000;0,0247;0,3696;0,9069;0,980
0,430000;0,0264;0,3687;0,9054;0,978
0,439000;0,0271;0,3677;0,9052;0,977
0,440000;0,0303;0,3672;0,9047;0,977
0,440000;0,0301;0,3672;0,9005;0,973
0,441000;0,0296;0,3652;0,8979;0,970
0,441000;0,0301;0,3660;0,8913;0,964
0,443000;0,0286;0,3655;0,8871;0,960
0,444000;0,0281;0,3640;0,8800;0,953
0,447000;0,0298;0,3640;0,8712;0,945
0,448000;0,0305;0,3609;0,8678;0,940
0,451000;0,0327;0,3609;0,8595;0,933
0,455000;0,0362;0,3591;0,8563;0,929
0,455000;0,0364;0,3572;0,8556;0,928
0,457000;0,0344;0,3562;0,8566;0,928
0,458000;0,0325;0,3567;0,8571;0,929
0,461000;0,0310;0,3538;0,8590;0,930
0,462000;0,0254;0,3516;0,8646;0,934
0,465000;0,0217;0,3506;0,8695;0,938
0,467000;0,0173;0,3486;0,8771;0,944
0,469000;0,0139;0,3494;0,8803;0,947
0,471000;0,0107;0,3508;0,8873;0,954
0,475000;0,0095;0,3518;0,8944;0,961
0,478000;0,0044;0,3528;0,9088;0,975
0,479000;0,0044;0,3528;0,9088;0,975
0,479000;0,0029;0,3560;0,9203;0,987
0,482000;0,0029;0,3569;0,9252;0,992
0,482000;0,0032;0,3604;0,9330;1,000
0,485000;0,0054;0,3613;0,9399;1,007
0,486000;0,0056;0,3626;0,9448;1,012
0,489000;0,0071;0,3660;0,9545;1,022
0,490000;0,0105;0,3645;0,9619;1,029
0,496000;0,0154;0,3645;0,9667;1,033
0,497000;0,0161;0,3652;0,9699;1,037
0,497000;0,0183;0,3655;0,9672;1,034
0,499000;0,0186;0,3655;0,9646;1,032
0,500000;0,0183;0,3657;0,9606;1,028
0,503000;0,0129;0,3662;0,9526;1,021
0,506000;0,0086;0,3667;0,9426;1,011
0,507000;0,0049;0,3655;0,9406;1,009
0,511000;0,0015;0,3699;0,9343;1,005
0,512000;-0,0056;0,3718;0,9355;1,007
0,513000;-0,0078;0,3709;0,9352;1,006
0,515000;-0,0088;0,3721;0,9391;1,010
0,516000;-0,0054;0,3740;0,9394;1,011
0,519000;-0,0046;0,3750;0,9409;1,013
0,521000;0,0005;0,3755;0,9357;1,008
0,522000;-0,0002;0,3770;0,9291;1,003
0,525000;-0,0012;0,3777;0,9172;0,992
0,527000;-0,0015;0,3799;0,9106;0,987
0,529000;-0,0051;0,3816;0,8957;0,974
0,531000;-0,0066;0,3814;0,8827;0,962
0,534000;-0,0076;0,3828;0,8790;0,959
0,537000;-0,0169;0,3780;0,8761;0,954
0,539000;-0,0169;0,3780;0,8761;0,954
0,540000;-0,0171;0,3784;0,8766;0,955
0,542000;-0,0183;0,3775;0,8790;0,957
0,544000;-0,0188;0,3802;0,8808;0,959
0,545000;-0,0188;0,3814;0,8800;0,959
0,547000;-0,0242;0,3821;0,8707;0,951
0,549000;-0,0291;0,3819;0,8605;0,942
0,551000;-0,0320;0,3821;0,8544;0,936
0,554000;-0,0347;0,3828;0,8478;0,931
0,555000;-0,0293;0,4017;0,9152;1,000
0,556000;-0,0606;0,4114;0,9049;0,996
0,559000;-0,0665;0,4124;0,8903;0,983
0,561000;-0,0596;0,4031;0,8636;0,955
0,563000;-0,0462;0,3880;0,8519;0,937
0,564000;-0,0401;0,3787;0,8512;0,932
0,566000;-0,0242;0,3606;0,8561;0,929
0,569000;-0,0117;0,3479;0,8710;0,938
0,571000;-0,0042;0,3423;0,8742;0,939
0,573000;0,0117;0,3350;0,8786;0,940
0,575000;0,0210;0,3354;0,8754;0,938
0,577000;0,0239;0,3384;0,8720;0,936
0,578000;0,0242;0,3484;0,8639;0,932
0,581000;0,0213;0,3604;0,8529;0,926
0,583000;0,0195;0,3667;0,8524;0,928
0,584000;0,0127;0,3772;0,8434;0,924
0,586000;0,0049;0,3845;0,8351;0,919
0,589000;-0,0002;0,3943;0,8265;0,916
0,590000;-0,0032;0,3980;0,8226;0,914
0,594000;-0,0107;0,4063;0,8087;0,905
0,598000;-0,0139;0,4175;0,7874;0,891
0,598000;-0,0115;0,4202;0,7794;0,886
0,599000;-0,0083;0,4261;0,7718;0,882
0,600000;0,0022;0,4315;0,7566;0,871
0,603000;0,0061;0,4312;0,7537;0,868
0,606000;0,0195;0,4359;0,7442;0,863
0,608000;0,0305;0,4366;0,7364;0,857
0,610000;0,0352;0,4368;0,7334;0,854
0,628000;0,0454;0,4388;0,7303;0,853
0,629000;0,0513;0,4420;0,7334;0,858
0,630000;0,0555;0,4427;0,7364;0,861
0,631000;0,0657;0,4437;0,7461;0,871
0,631000;0,0757;0,4439;0,7581;0,882
0,632000;0,0860;0,4466;0,7764;0,900
0,632000;0,0936;0,4481;0,7882;0,911
0,632000;0,1676;0,4410;0,8776;0,996
0,633000;0,1649;0,4398;0,8966;1,012
0,633000;0,1432;0,4417;0,9238;1,034
0,634000;0,1288;0,4420;0,9296;1,037
0,636000;0,1222;0,4351;0,9330;1,037
0,642000;0,1119;0,4278;0,9428;1,041
0,644000;0,1026;0,4236;0,9479;1,043
0,646000;0,0865;0,4161;0,9575;1,048
0,649000;0,0779;0,4019;0,9658;1,049
0,651000;0,0682;0,3850;0,9758;1,051
0,653000;0,0621;0,3775;0,9807;1,053
0,655000;0,0520;0,3609;0,9953;1,060
0,655000;0,0430;0,3481;1,0061;1,065
0,657000;0,0459;0,3357;1,0198;1,075
0,659000;0,0459;0,3357;1,0198;1,075
0,661000;0,0479;0,3323;1,0156;1,070
0,665000;0,0520;0,3345;1,0139;1,069
0,666000;0,0701;0,3347;1,0036;1,060
0,667000;0,0838;0,3401;0,9907;1,051
0,669000;0,0899;0,3435;0,9831;1,045
0,671000;0,1019;0,3555;0,9680;1,036
0,675000;0,1048;0,3672;0,9460;1,020
0,677000;0,1014;0,3797;0,9230;1,003
0,677000;0,1043;0,3880;0,9162;1,000
0,678000;0,1070;0,4043;0,9079;1,000
0,678000;0,1029;0,4183;0,8844;0,984
0,682000;0,0982;0,4271;0,8734;0,977
0,683000;0,0933;0,4415;0,8624;0,973
0,687000;0,0845;0,4576;0,8453;0,965
0,687000;0,0794;0,4659;0,8395;0,963
0,689000;0,0713;0,4803;0,8387;0,969
0,691000;0,0581;0,4930;0,8312;0,968
0,694000;0,0496;0,4982;0,8268;0,967
0,696000;0,0384;0,5035;0,8204;0,963
0,698000;0,0269;0,5126;0,8199;0,967
0,699000;0,0200;0,5157;0,8197;0,969
0,700000;0,0147;0,5153;0,8228;0,971
0,703000;0,0068;0,5157;0,8287;0,976
0,705000;0,0078;0,5170;0,8421;0,988
0,707000;0,0051;0,5145;0,8468;0,991
0,709000;0,0024;0,5109;0,8580;0,999
0,711000;0,0017;0,5099;0,8705;1,009
0,714000;0,0022;0,5065;0,8746;1,011
0,718000;0,0034;0,5013;0,8915;1,023
0,718000;0,0034;0,5013;0,8915;1,023
0,719000;0,0037;0,4991;0,8979;1,027
0,721000;0,0056;0,4928;0,9084;1,033
0,722000;0,0022;0,4884;0,9113;1,034
0,724000;-0,0005;0,4872;0,9135;1,035
0,727000;-0,0064;0,4825;0,9125;1,032
0,729000;-0,0156;0,4779;0,9093;1,027
0,731000;-0,0195;0,4752;0,9084;1,025
0,734000;-0,0269;0,4701;0,9103;1,025
0,735000;-0,0369;0,4637;0,9142;1,026
0,739000;-0,0481;0,4571;0,9154;1,024
0,741000;-0,0559;0,4559;0,9123;1,021
0,741000;-0,0665;0,4515;0,9110;1,019
0,744000;-0,0713;0,4449;0,9079;1,014
0,747000;-0,0721;0,4420;0,9074;1,012
0,749000;-0,0645;0,4312;0,9093;1,008
0,751000;-0,0528;0,4219;0,9123;1,006
0,751000;-0,0462;0,4180;0,9162;1,008
0,754000;-0,0388;0,4104;0,9194;1,008
0,755000;-0,0327;0,4063;0,9225;1,009
0,762000;-0,0283;0,4048;0,9198;1,005
0,764000;-0,0235;0,4043;0,9157;1,001
0,764000;-0,0110;0,4012;0,9154;1,000
0,765000;-0,0029;0,4002;0,9157;0,999
0,765000;-0,0012;0,4024;0,9128;0,998
0,768000;-0,0029;0,4078;0,9069;0,994
0,770000;0,0005;0,4124;0,9005;0,990
0,775000;0,0078;0,4200;0,8915;0,986
0,779000;0,0164;0,4263;0,8900;0,987
0,781000;0,0205;0,4266;0,8913;0,988
0,782000;0,0252;0,4288;0,8930;0,991
0,783000;0,0293;0,4339;0,8937;0,994
0,785000;0,0291;0,4388;0,8910;0,994
0,786000;0,0408;0,4444;0,8871;0,993
0,788000;0,0503;0,4503;0,8881;0,997
0,790000;0,0579;0,4530;0,8922;1,002
0,792000;0,0657;0,4559;0,8949;1,006
0,795000;0,0743;0,4647;0,9047;1,020
0,798000;0,0811;0,4705;0,9076;1,026
0,799000;0,0926;0,4754;0,9132;1,034
0,799000;0,0985;0,4823;0,9169;1,041
0,801000;0,1121;0,4916;0,9189;1,048
0,802000;0,1204;0,4957;0,9220;1,054
0,806000;0,1466;0,4989;0,9311;1,066
0,807000;0,1634;0,5016;0,9379;1,076
0,810000;0,1693;0,5006;0,9367;1,075
0,813000;0,1835;0,4999;0,9357;1,077
0,813000;0,1986;0,4974;0,9308;1,074
0,815000;0,2067;0,4962;0,9281;1,073
0,817000;0,2204;0,4916;0,9250;1,070
0,818000;0,2223;0,4852;0,9211;1,065
0,820000;0,2189;0,4837;0,9162;1,059
0,824000;0,2018;0,4840;0,9044;1,045
0,826000;0,1876;0,4840;0,8949;1,035
0,828000;0,1762;0,4837;0,8979;1,035
0,829000;0,1674;0,4845;0,9023;1,038
0,831000;0,1427;0,4898;0,9081;1,042
0,834000;0,1175;0,4928;0,9113;1,043
0,856000;0,0931;0,4984;0,9186;1,049
0,857000;0,0931;0,4984;0,9186;1,049
0,858000;0,1038;0,4974;0,9426;1,071
0,858000;0,1156;0,4967;0,9641;1,091
0,859000;0,1441;0,4903;0,9973;1,121
0,859000;0,1681;0,4784;1,0115;1,131
0,859000;0,1740;0,4725;1,0124;1,131
0,860000;0,1889;0,4600;1,0061;1,122
0,860000;0,1901;0,4486;0,9992;1,112
0,861000;0,1845;0,4415;0,9948;1,104
0,861000;0,1832;0,4405;0,9968;1,105
0,862000;0,1654;0,4420;0,9985;1,104
0,862000;0,1537;0,4451;1,0017;1,107
0,863000;0,1454;0,4447;1,0034;1,107
0,864000;0,1290;0,4500;1,0049;1,109
0,865000;0,1139;0,4578;1,0024;1,108
0,867000;0,1063;0,4620;1,0027;1,109
0,868000;0,1041;0,4671;1,0029;1,111
0,871000;0,0963;0,4732;0,9973;1,108
0,875000;0,0943;0,4740;0,9948;1,106
0,876000;0,0967;0,4791;0,9914;1,105
0,887000;0,1046;0,4828;0,9963;1,112
0,887000;0,1099;0,4835;0,9958;1,112
0,888000;0,1175;0,4869;0,9909;1,110
0,888000;0,1234;0,4898;0,9751;1,098
0,889000;0,1405;0,4906;0,9667;1,093
0,889000;0,1490;0,4898;0,9545;1,083
0,890000;0,1683;0,4894;0,9357;1,069
0,891000;0,1827;0,4891;0,9147;1,053
0,897000;0,1908;0,4916;0,9025;1,045
0,899000;0,2030;0,4938;0,8517;1,005
0,900000;0,2030;0,4938;0,8517;1,005
0,901000;0,2001;0,4947;0,8385;0,994
0,903000;0,1915;0,4989;0,8150;0,975
0,905000;0,1762;0,5013;0,7935;0,955
0,907000;0,1598;0,5023;0,7801;0,941
0,910000;0,1334;0,5070;0,7610;0,924
0,911000;0,1121;0,5126;0,7469;0,913
0,914000;0,1004;0,5143;0,7393;0,906
0,916000;0,0748;0,5209;0,7278;0,898
0,917000;0,0572;0,5226;0,7293;0,899
0,918000;0,0391;0,5214;0,7276;0,896
0,920000;0,0310;0,5214;0,7305;0,898
0,921000;0,0183;0,5243;0,7349;0,903
0,927000;0,0051;0,5255;0,7417;0,909
0,929000;0,0027;0,5280;0,7466;0,914
0,930000;-0,0046;0,5277;0,7549;0,921
0,931000;-0,0176;0,5306;0,7632;0,930
0,932000;-0,0242;0,5324;0,7676;0,934
0,936000;-0,0313;0,5358;0,7786;0,946
0,936000;-0,0320;0,5360;0,7877;0,953
0,937000;-0,0318;0,5365;0,7948;0,959
0,939000;-0,0215;0,5387;0,8084;0,972
0,942000;-0,0127;0,5360;0,8153;0,976
0,944000;-0,0044;0,5358;0,8172;0,977
0,946000;0,0000;0,5380;0,8192;0,980
0,947000;-0,0034;0,5438;0,8238;0,987
0,948000;-0,0020;0,5514;0,8338;1,000
0,951000;-0,0020;0,5529;0,8363;1,003
0,954000;-0,0107;0,5580;0,8446;1,012
0,957000;-0,0569;0,5729;0,8451;1,023
0,957000;-0,0831;0,5829;0,8443;1,029
0,959000;-0,1104;0,5890;0,8417;1,033
0,961000;-0,1527;0,6032;0,8426;1,047
0,963000;-0,1671;0,6069;0,8458;1,054
0,965000;-0,1788;0,6057;0,8634;1,070
0,966000;-0,1705;0,5934;0,8822;1,077
0,969000;-0,1590;0,5873;0,8913;1,079
0,971000;-0,1292;0,5644;0,9059;1,075
0,974000;-0,0960;0,5387;0,9106;1,062
0,975000;-0,0799;0,5143;0,9115;1,050
0,977000;-0,0530;0,5040;0,9088;1,041
0,979000;-0,0303;0,4903;0,9101;1,034
0,981000;-0,0134;0,4779;0,9123;1,030
0,982000;-0,0054;0,4720;0,9145;1,029
0,985000;0,0066;0,4666;0,9184;1,030
0,987000;0,0186;0,4642;0,9269;1,037
0,990000;0,0242;0,4649;0,9286;1,039
0,991000;0,0396;0,4683;0,9325;1,044
0,996000;0,0530;0,4727;0,9345;1,049
0,996000;0,0616;0,4789;0,9340;1,051
0,997000;0,0774;0,4857;0,9279;1,050
0,999000;0,0950;0,4920;0,9201;1,048
1,001000;0,1026;0,4979;0,9132;1,045
1,003000;0,1190;0,5021;0,9001;1,037
1,005000;0,1349;0,5060;0,8822;1,026
1,007000;0,1549;0,5070;0,8622;1,012
1,009000;0,1647;0,5074;0,8505;1,004
1,011000;0,1818;0,5057;0,8275;0,987
1,014000;0,1937;0,5023;0,8067;0,970
1,018000;0,2130;0,5021;0,7777;0,950
1,018000;0,2130;0,5021;0,7777;0,950
1,020000;0,2226;0,4984;0,7618;0,937
1,021000;0,2262;0,4986;0,7564;0,934
1,024000;0,2343;0,4957;0,7530;0,931
1,025000;0,2416;0,4938;0,7552;0,934
1,026000;0,2446;0,4925;0,7559;0,935
1,029000;0,2519;0,4896;0,7647;0,942
1,032000;0,2578;0,4874;0,7752;0,951
1,035000;0,2619;0,4840;0,7828;0,957
1,036000;0,2705;0,4806;0,7955;0,968
1,038000;0,2773;0,4779;0,8099;0,980
1,041000;0,2834;0,4715;0,8241;0,991
1,042000;0,2858;0,4696;0,8314;0,997
1,045000;0,2893;0,4657;0,8446;1,007
1,046000;0,2910;0,4640;0,8556;1,016
1,048000;0,2927;0,4603;0,8617;1,020
1,049000;0,2978;0,4608;0,8712;1,030
1,052000;0,3015;0,4600;0,8822;1,040
1,055000;0,3034;0,4564;0,8859;1,042
1,057000;0,3039;0,4537;0,8954;1,049
1,059000;0,3029;0,4512;0,9062;1,057
1,060000;0,3005;0,4530;0,9128;1,062
1,061000;0,2927;0,4464;0,9211;1,065
1,064000;0,2814;0,4425;0,9272;1,065
1,066000;0,2673;0,4356;0,9313;1,062
1,067000;0,2590;0,4339;0,9313;1,060
1,069000;0,2414;0,4241;0,9306;1,051
1,071000;0,2201;0,4166;0,9274;1,040
1,074000;0,2121;0,4107;0,9242;1,033
1,079000;0,1796;0,3899;0,9062;1,003
1,082000;0,1796;0,3899;0,9062;1,003
1,082000;0,1730;0,3833;0,9001;0,993
1,083000;0,1620;0,3745;0,8859;0,975
1,083000;0,1522;0,3682;0,8717;0,958
1,085000;0,1483;0,3650;0,8651;0,951
1,087000;0,1446;0,3589;0,8541;0,938
1,089000;0,1422;0,3535;0,8490;0,931
1,092000;0,1444;0,3484;0,8453;0,926
1,094000;0,1456;0,3481;0,8431;0,924
1,095000;0,1561;0,3474;0,8421;0,924
1,097000;0,1659;0,3479;0,8385;0,923
1,099000;0,1730;0,3489;0,8375;0,924
1,101000;0,1913;0,3543;0,8275;0,920
1,103000;0,2089;0,3601;0,8177;0,918
1,105000;0,2189;0,3626;0,8145;0,918
1,114000;0,2397;0,3679;0,8045;0,917
1,115000;0,2573;0,3716;0,7962;0,916
1,115000;0,2668;0,3721;0,7911;0,914
1,115000;0,2856;0,3718;0,7830;0,913
1,170000;0,3034;0,3733;0,7742;0,912
1,177000;0,3127;0,3721;0,7728;0,913
1,179000;0,3276;0,3692;0,7654;0,911
1,187000;0,3450;0,3670;0,7564;0,909
1,189000;0,3525;0,3662;0,7530;0,909
1,192000;0,3628;0,3635;0,7427;0,903
1,193000;0,3721;0,3618;0,7354;0,900
