time;gFx;gFy;gFz;TgF
64,762000;1,0828;-0,0623;0,1410;1,094
64,762000;1,0965;-0,0625;0,1219;1,105
64,763000;1,1119;-0,0638;0,1026;1,118
64,763000;1,1309;-0,0647;0,0760;1,135
64,763000;1,1378;-0,0667;0,0672;1,142
64,763000;1,1429;-0,0679;0,0599;1,146
64,767000;1,1519;-0,0689;0,0435;1,155
64,767000;1,1566;-0,0704;0,0354;1,159
64,768000;1,1649;-0,0755;0,0178;1,167
64,770000;1,1730;-0,0787;0,0056;1,176
64,776000;1,1766;-0,0831;0,0000;1,180
64,776000;1,1842;-0,0882;-0,0149;1,188
64,777000;1,1888;-0,0941;-0,0283;1,193
64,778000;1,1925;-0,0938;-0,0320;1,197
64,780000;1,1976;-0,0992;-0,0396;1,202
64,806000;1,2003;-0,1053;-0,0469;1,206
64,806000;1,1998;-0,1065;-0,0489;1,206
64,806000;1,2045;-0,1114;-0,0513;1,211
64,807000;1,2040;-0,1165;-0,0540;1,211
64,807000;1,2054;-0,1192;-0,0540;1,213
64,807000;1,2010;-0,1219;-0,0508;1,208
64,807000;1,1964;-0,1244;-0,0445;1,204
64,807000;1,1881;-0,1275;-0,0388;1,196
64,807000;1,1827;-0,1283;-0,0359;1,190
64,808000;1,1690;-0,1290;-0,0259;1,176
64,808000;1,1598;-0,1288;-0,0156;1,167
64,808000;1,1522;-0,1297;-0,0098;1,160
64,808000;1,1392;-0,1283;0,0005;1,146
64,808000;1,1263;-0,1288;0,0090;1,134
64,810000;1,1197;-0,1266;0,0151;1,127
64,812000;1,1065;-0,1236;0,0269;1,114
64,814000;1,0911;-0,1226;0,0371;1,099
64,819000;1,0840;-0,1214;0,0435;1,092
64,821000;1,0557;-0,1182;0,0589;1,064
64,821000;1,0557;-0,1182;0,0589;1,064
64,822000;1,0427;-0,1139;0,0684;1,051
64,828000;1,0354;-0,1129;0,0713;1,044
64,828000;1,0225;-0,1104;0,0782;1,031
64,829000;1,0124;-0,1058;0,0826;1,021
64,830000;1,0019;-0,1058;0,0848;1,011
64,859000;0,9892;-0,1021;0,0902;0,999
64,859000;0,9731;-0,0982;0,0958;0,983
64,860000;0,9675;-0,0960;0,0994;0,977
64,860000;0,9531;-0,0919;0,1019;0,963
64,860000;0,9401;-0,0865;0,1048;0,950
64,860000;0,9345;-0,0836;0,1065;0,944
64,861000;0,9235;-0,0794;0,1097;0,933
64,861000;0,9167;-0,0740;0,1097;0,926
64,861000;0,9130;-0,0726;0,1097;0,922
64,861000;0,9059;-0,0706;0,1099;0,915
64,861000;0,8974;-0,0650;0,1121;0,907
64,861000;0,8939;-0,0630;0,1119;0,903
64,862000;0,8876;-0,0594;0,1099;0,896
64,862000;0,8812;-0,0557;0,1060;0,889
64,865000;0,8751;-0,0506;0,1053;0,883
64,865000;0,8737;-0,0491;0,1021;0,881
64,865000;0,8693;-0,0469;0,0980;0,876
64,868000;0,8656;-0,0452;0,0916;0,872
64,870000;0,8632;-0,0430;0,0894;0,869
64,875000;0,8602;-0,0432;0,0845;0,865
64,875000;0,8585;-0,0418;0,0748;0,863
64,875000;0,8580;-0,0403;0,0696;0,862
64,877000;0,8571;-0,0384;0,0645;0,860
64,881000;0,8519;-0,0381;0,0535;0,854
64,882000;0,8509;-0,0386;0,0501;0,853
64,887000;0,8509;-0,0396;0,0476;0,853
64,888000;0,8519;-0,0398;0,0452;0,854
64,888000;0,8517;-0,0398;0,0423;0,854
64,897000;0,8539;-0,0401;0,0420;0,856
64,897000;0,8534;-0,0408;0,0428;0,855
64,897000;0,8505;-0,0430;0,0450;0,853
64,897000;0,8500;-0,0440;0,0469;0,852
64,898000;0,8485;-0,0474;0,0523;0,851
64,898000;0,8461;-0,0511;0,0606;0,850
64,907000;0,8431;-0,0542;0,0647;0,847
64,908000;0,8387;-0,0557;0,0723;0,844
64,908000;0,8309;-0,0608;0,0818;0,837
64,908000;0,8312;-0,0616;0,0858;0,838
64,909000;0,8287;-0,0633;0,0919;0,836
64,911000;0,8287;-0,0652;0,0989;0,837
64,913000;0,8260;-0,0704;0,1068;0,836
64,914000;0,8250;-0,0721;0,1185;0,837
64,922000;0,8243;-0,0757;0,1317;0,838
64,926000;0,8219;-0,0811;0,1368;0,837
64,926000;0,8192;-0,0828;0,1520;0,837
64,926000;0,8131;-0,0867;0,1683;0,835
64,926000;0,8082;-0,0892;0,1871;0,834
64,927000;0,8048;-0,0914;0,1952;0,833
64,929000;0,7979;-0,0943;0,2101;0,830
64,948000;0,7918;-0,0967;0,2221;0,828
64,948000;0,7882;-0,0985;0,2279;0,826
64,949000;0,7798;-0,0992;0,2370;0,821
64,949000;0,7713;-0,1009;0,2463;0,816
64,949000;0,7559;-0,1009;0,2597;0,806
64,949000;0,7559;-0,1009;0,2597;0,806
64,949000;0,7488;-0,1002;0,2697;0,802
64,949000;0,7466;-0,1009;0,2734;0,801
64,949000;0,7422;-0,1024;0,2817;0,800
64,950000;0,7349;-0,1007;0,2912;0,797
64,955000;0,7332;-0,1026;0,2954;0,797
64,956000;0,7310;-0,1011;0,3061;0,799
64,956000;0,7293;-0,1029;0,3125;0,800
64,957000;0,7288;-0,1024;0,3198;0,802
64,974000;0,7298;-0,1024;0,3235;0,805
64,975000;0,7293;-0,1014;0,3279;0,806
64,975000;0,7283;-0,0989;0,3342;0,807
64,975000;0,7281;-0,0982;0,3372;0,808
64,975000;0,7298;-0,0985;0,3430;0,812
64,975000;0,7327;-0,0958;0,3499;0,818
64,981000;0,7317;-0,0960;0,3525;0,818
64,982000;0,7334;-0,0928;0,3572;0,821
64,982000;0,7361;-0,0921;0,3618;0,825
65,011000;0,7381;-0,0902;0,3640;0,828
65,012000;0,7417;-0,0875;0,3716;0,834
65,014000;0,7449;-0,0850;0,3775;0,839
65,015000;0,7466;-0,0816;0,3799;0,842
65,027000;0,7508;-0,0801;0,3843;0,847
65,046000;0,7559;-0,0765;0,3887;0,853
65,047000;0,7618;-0,0740;0,3931;0,860
65,048000;0,7654;-0,0716;0,3953;0,864
65,051000;0,7703;-0,0662;0,3975;0,869
65,051000;0,7762;-0,0640;0,4017;0,876
65,051000;0,7803;-0,0623;0,4036;0,881
65,052000;0,7928;-0,0562;0,4102;0,894
65,052000;0,7928;-0,0562;0,4102;0,894
65,052000;0,7974;-0,0540;0,4124;0,899
65,052000;0,8006;-0,0516;0,4161;0,904
65,052000;0,8062;-0,0491;0,4195;0,910
65,052000;0,8092;-0,0472;0,4210;0,913
65,053000;0,8136;-0,0459;0,4241;0,919
65,053000;0,8194;-0,0437;0,4254;0,924
65,053000;0,8258;-0,0401;0,4254;0,930
65,053000;0,8280;-0,0379;0,4258;0,932
65,053000;0,8351;-0,0325;0,4273;0,939
65,053000;0,8400;-0,0301;0,4258;0,942
65,054000;0,8424;-0,0281;0,4268;0,945
65,054000;0,8448;-0,0242;0,4266;0,947
65,054000;0,8492;-0,0213;0,4266;0,951
65,054000;0,8514;-0,0195;0,4263;0,952
65,054000;0,8573;-0,0173;0,4249;0,957
65,054000;0,8641;-0,0166;0,4254;0,963
65,055000;0,8668;-0,0154;0,4256;0,966
65,055000;0,8702;-0,0125;0,4275;0,970
65,055000;0,8756;-0,0129;0,4327;0,977
65,055000;0,8790;-0,0134;0,4344;0,981
65,056000;0,8829;-0,0134;0,4410;0,987
65,058000;0,8859;-0,0112;0,4459;0,992
65,058000;0,8913;-0,0103;0,4486;0,998
65,058000;0,8935;-0,0098;0,4554;1,003
65,058000;0,8979;-0,0090;0,4644;1,011
65,059000;0,9020;-0,0083;0,4701;1,017
65,059000;0,9052;-0,0086;0,4718;1,021
65,059000;0,9098;-0,0073;0,4784;1,028
65,061000;0,9194;-0,0054;0,4894;1,041
65,061000;0,9220;-0,0049;0,4925;1,045
65,062000;0,9250;-0,0054;0,4942;1,049
65,066000;0,9330;-0,0061;0,5001;1,059
65,066000;0,9365;-0,0081;0,5028;1,063
65,070000;0,9431;-0,0064;0,5072;1,071
65,070000;0,9504;-0,0073;0,5111;1,079
65,073000;0,9565;-0,0066;0,5138;1,086
65,075000;0,9670;-0,0056;0,5160;1,096
65,077000;0,9773;-0,0076;0,5179;1,106
65,078000;0,9882;-0,0066;0,5179;1,116
65,080000;0,9912;-0,0054;0,5175;1,118
65,082000;1,0005;-0,0051;0,5177;1,126
65,112000;1,0137;-0,0015;0,5135;1,136
65,113000;1,0166;-0,0010;0,5106;1,138
65,113000;1,0212;-0,0005;0,5065;1,140
65,113000;1,0254;0,0007;0,5026;1,142
65,113000;1,0261;0,0010;0,4994;1,141
65,114000;1,0332;0,0010;0,4896;1,143
65,114000;1,0386;0,0015;0,4811;1,145
65,114000;1,0454;0,0034;0,4696;1,146
65,115000;1,0466;0,0049;0,4662;1,146
65,115000;1,0579;0,0064;0,4549;1,152
65,115000;1,0611;0,0103;0,4498;1,152
65,115000;1,0647;0,0134;0,4383;1,151
65,115000;1,0684;0,0144;0,4268;1,151
65,115000;1,0738;0,0176;0,4173;1,152
65,116000;1,0745;0,0183;0,4136;1,152
65,116000;1,0786;0,0227;0,4043;1,152
65,118000;1,0821;0,0254;0,3975;1,153
65,121000;1,0892;0,0340;0,3860;1,156
65,121000;1,0892;0,0340;0,3860;1,156
65,122000;1,0928;0,0349;0,3799;1,157
65,125000;1,0957;0,0359;0,3760;1,159
65,127000;1,1014;0,0398;0,3714;1,163
65,128000;1,1058;0,0432;0,3655;1,165
65,130000;1,1087;0,0462;0,3621;1,167
65,135000;1,1124;0,0523;0,3574;1,170
65,136000;1,1143;0,0572;0,3525;1,170
65,137000;1,1155;0,0589;0,3506;1,171
65,140000;1,1175;0,0652;0,3452;1,171
65,141000;1,1187;0,0716;0,3420;1,172
65,144000;1,1229;0,0774;0,3425;1,176
65,145000;1,1238;0,0792;0,3411;1,177
65,149000;1,1307;0,0855;0,3430;1,185
65,149000;1,1375;0,0875;0,3447;1,192
65,152000;1,1434;0,0899;0,3457;1,198
65,154000;1,1541;0,0928;0,3479;1,209
65,155000;1,1656;0,0936;0,3511;1,221
65,157000;1,1720;0,0955;0,3525;1,228
65,159000;1,1857;0,0945;0,3584;1,242
65,160000;1,2001;0,0938;0,3613;1,257
65,162000;1,2081;0,0950;0,3633;1,265
65,166000;1,2233;0,0958;0,3652;1,280
65,167000;1,2374;0,0926;0,3694;1,295
65,169000;1,2475;0,0938;0,3714;1,305
65,171000;1,2648;0,0926;0,3736;1,322
65,173000;1,2797;0,0904;0,3780;1,337
65,175000;1,2951;0,0889;0,3821;1,353
65,178000;1,3032;0,0858;0,3836;1,361
65,181000;1,3364;0,0792;0,3921;1,395
65,181000;1,3364;0,0792;0,3921;1,395
65,183000;1,3459;0,0767;0,3943;1,405
65,190000;1,3630;0,0752;0,3970;1,422
65,191000;1,3857;0,0679;0,4024;1,445
65,192000;1,3989;0,0647;0,4029;1,457
65,193000;1,4263;0,0577;0,4090;1,485
65,193000;1,4583;0,0516;0,4134;1,517
65,194000;1,4754;0,0464;0,4166;1,534
65,198000;1,5067;0,0379;0,4205;1,565
65,200000;1,5402;0,0298;0,4263;1,598
65,263000;1,5563;0,0203;0,4312;1,615
65,276000;1,5905;0,0154;0,4371;1,650
65,277000;1,6213;0,0071;0,4439;1,681
65,278000;1,6445;0,0002;0,4508;1,705
65,279000;1,6564;-0,0017;0,4539;1,718
65,280000;1,6770;-0,0098;0,4598;1,739
65,281000;1,6909;-0,0129;0,4688;1,755
65,282000;1,6960;-0,0149;0,4713;1,760
65,283000;1,7092;-0,0132;0,4791;1,775
65,295000;1,7183;-0,0078;0,4857;1,786
65,297000;1,7244;-0,0039;0,4894;1,792
65,298000;1,7283;0,0039;0,4982;1,799
65,299000;1,7332;0,0142;0,5065;1,806
65,300000;1,7337;0,0191;0,5106;1,807
65,301000;1,7344;0,0332;0,5216;1,811
65,302000;1,7319;0,0469;0,5328;1,813
65,304000;1,7295;0,0611;0,5360;1,812
65,305000;1,7249;0,0677;0,5426;1,809
65,306000;1,7185;0,0809;0,5482;1,806
65,307000;1,7046;0,1053;0,5548;1,796
65,308000;1,6997;0,1129;0,5541;1,791
65,310000;1,6950;0,1209;0,5561;1,788
65,311000;1,6816;0,1390;0,5543;1,776
65,312000;1,6755;0,1476;0,5536;1,771
65,313000;1,6584;0,1666;0,5463;1,754
65,317000;1,6403;0,1869;0,5372;1,736
65,319000;1,6306;0,1955;0,5321;1,726
65,320000;1,6115;0,2165;0,5155;1,706
65,321000;1,5929;0,2360;0,4977;1,685
65,322000;1,5841;0,2465;0,4879;1,676
65,323000;1,5656;0,2634;0,4669;1,655
65,324000;1,5468;0,2790;0,4439;1,633
65,326000;1,5375;0,2937;0,4332;1,624
65,327000;1,5157;0,3003;0,4122;1,599
65,328000;1,4969;0,3122;0,3904;1,578
65,329000;1,4742;0,3264;0,3731;1,555
65,329000;1,4625;0,3325;0,3645;1,543
65,329000;1,4405;0,3437;0,3506;1,522
65,330000;1,4204;0,3552;0,3362;1,502
65,330000;1,4102;0,3604;0,3291;1,492
65,331000;1,3921;0,3709;0,3161;1,475
65,331000;1,3789;0,3799;0,3008;1,462
65,331000;1,3699;0,3816;0,2946;1,452
65,331000;1,3589;0,3875;0,2827;1,441
65,332000;1,3491;0,3907;0,2727;1,431
65,332000;1,3459;0,3909;0,2646;1,426
65,332000;1,3398;0,3936;0,2543;1,419
65,332000;1,3376;0,3902;0,2446;1,415
65,333000;1,3327;0,3858;0,2416;1,408
65,333000;1,3276;0,3772;0,2245;1,398
65,333000;1,3276;0,3772;0,2245;1,398
65,333000;1,3247;0,3731;0,2174;1,393
65,333000;1,3239;0,3682;0,2140;1,391
65,334000;1,3232;0,3599;0,2055;1,387
65,334000;1,3232;0,3503;0,1967;1,383
65,334000;1,3239;0,3442;0,1930;1,382
65,334000;1,3220;0,3330;0,1840;1,376
65,334000;1,3225;0,3166;0,1779;1,371
65,335000;1,3222;0,3091;0,1742;1,369
65,335000;1,3230;0,2932;0,1676;1,365
65,335000;1,3252;0,2756;0,1637;1,363
65,335000;1,3244;0,2687;0,1605;1,361
65,335000;1,3232;0,2526;0,1539;1,356
65,336000;1,3142;0,2387;0,1441;1,343
65,336000;1,3051;0,2250;0,1429;1,332
65,336000;1,3044;0,2172;0,1351;1,329
65,336000;1,3073;0,2020;0,1290;1,329
65,337000;1,3129;0,1876;0,1219;1,332
65,339000;1,3144;0,1808;0,1146;1,332
65,340000;1,3176;0,1649;0,1004;1,332
65,341000;1,3144;0,1478;0,0833;1,325
65,343000;1,3139;0,1400;0,0762;1,324
65,349000;1,3081;0,1222;0,0645;1,315
65,349000;1,2980;0,1102;0,0528;1,304
65,349000;1,2922;0,1043;0,0474;1,297
65,353000;1,2807;0,0953;0,0369;1,285
65,353000;1,2665;0,0875;0,0293;1,270
65,372000;1,2580;0,0823;0,0235;1,261
65,377000;1,2448;0,0740;0,0195;1,247
65,377000;1,2250;0,0625;0,0115;1,227
65,378000;1,2167;0,0625;0,0090;1,218
65,378000;1,2103;0,0606;0,0059;1,212
65,378000;1,1935;0,0537;0,0024;1,195
65,379000;1,1788;0,0496;0,0005;1,180
65,379000;1,1708;0,0472;-0,0007;1,172
65,380000;1,1561;0,0476;-0,0032;1,157
65,381000;1,1402;0,0450;-0,0046;1,141
65,381000;1,1302;0,0450;-0,0039;1,131
65,381000;1,1085;0,0420;-0,0046;1,109
65,381000;1,0867;0,0410;-0,0044;1,087
65,381000;1,0750;0,0403;-0,0039;1,076
65,383000;1,0527;0,0415;-0,0012;1,054
65,457000;1,0352;0,0391;0,0022;1,036
65,458000;1,0036;0,0408;0,0088;1,005
65,458000;1,0036;0,0408;0,0088;1,005
65,458000;0,9966;0,0406;0,0120;0,997
65,458000;0,9929;0,0410;0,0139;0,994
65,458000;0,9904;0,0401;0,0159;0,991
65,459000;0,9865;0,0432;0,0225;0,988
65,459000;0,9809;0,0437;0,0305;0,982
65,459000;0,9792;0,0459;0,0344;0,981
65,459000;0,9736;0,0464;0,0425;0,976
65,459000;0,9650;0,0486;0,0489;0,967
65,460000;0,9626;0,0489;0,0542;0,965
65,460000;0,9567;0,0530;0,0594;0,960
65,460000;0,9545;0,0572;0,0687;0,959
65,460000;0,9526;0,0584;0,0752;0,957
65,460000;0,9560;0,0616;0,0860;0,962
65,461000;0,9580;0,0657;0,0987;0,965
65,461000;0,9680;0,0689;0,1185;0,978
65,461000;0,9680;0,0689;0,1185;0,978
65,461000;0,9726;0,0711;0,1288;0,984
65,462000;0,9799;0,0723;0,1366;0,992
65,462000;0,9826;0,0699;0,1476;0,996
65,462000;0,9885;0,0696;0,1573;1,003
65,462000;0,9941;0,0687;0,1627;1,010
65,462000;0,9936;0,0689;0,1647;1,010
65,463000;0,9968;0,0682;0,1718;1,014
65,463000;0,9966;0,0672;0,1762;1,014
65,463000;0,9973;0,0677;0,1779;1,015
65,463000;0,9946;0,0669;0,1803;1,013
65,463000;0,9917;0,0660;0,1818;1,010
65,463000;0,9895;0,0655;0,1830;1,008
65,464000;0,9870;0,0669;0,1842;1,006
65,464000;0,9831;0,0672;0,1815;1,002
65,464000;0,9829;0,0674;0,1808;1,002
65,464000;0,9785;0,0689;0,1798;0,997
65,464000;0,9753;0,0667;0,1788;0,994
65,468000;0,9719;0,0691;0,1781;0,990
65,468000;0,9724;0,0684;0,1769;0,991
65,468000;0,9731;0,0677;0,1757;0,991
65,468000;0,9753;0,0667;0,1766;0,993
65,469000;0,9790;0,0645;0,1757;0,997
65,469000;0,9858;0,0623;0,1762;1,003
65,474000;0,9917;0,0579;0,1759;1,009
65,488000;0,9926;0,0574;0,1774;1,010
65,489000;0,9968;0,0550;0,1781;1,014
65,489000;1,0046;0,0501;0,1805;1,022
65,489000;1,0063;0,0489;0,1813;1,024
65,489000;1,0088;0,0464;0,1813;1,026
65,489000;1,0088;0,0464;0,1825;1,026
65,489000;1,0088;0,0450;0,1803;1,026
65,490000;1,0078;0,0464;0,1840;1,025
65,490000;1,0005;0,0476;0,1830;1,018
65,490000;0,9970;0,0464;0,1845;1,015
65,517000;0,9961;0,0474;0,1857;1,014
65,517000;0,9914;0,0472;0,1840;1,009
65,517000;0,9887;0,0452;0,1832;1,007
65,518000;0,9861;0,0442;0,1827;1,004
65,518000;0,9821;0,0428;0,1771;0,999
65,518000;0,9785;0,0437;0,1727;0,995
65,518000;0,9751;0,0408;0,1722;0,991
65,518000;0,9741;0,0401;0,1674;0,989
65,519000;0,9716;0,0374;0,1627;0,986
65,519000;0,9709;0,0359;0,1600;0,985
65,519000;0,9672;0,0322;0,1556;0,980
65,519000;0,9648;0,0327;0,1539;0,978
65,519000;0,9636;0,0332;0,1532;0,976
65,548000;0,9619;0,0305;0,1520;0,974
65,548000;0,9594;0,0266;0,1529;0,972
65,549000;0,9553;0,0239;0,1559;0,968
65,549000;0,9553;0,0237;0,1600;0,969
65,549000;0,9540;0,0210;0,1642;0,968
65,550000;0,9526;0,0171;0,1691;0,968
65,550000;0,9516;0,0144;0,1735;0,967
65,550000;0,9521;0,0137;0,1793;0,969
65,550000;0,9509;0,0088;0,1889;0,969
65,551000;0,9501;0,0076;0,1947;0,970
65,551000;0,9511;0,0037;0,2033;0,973
65,551000;0,9526;0,0012;0,2150;0,977
65,551000;0,9550;0,0002;0,2172;0,979
65,552000;0,9597;-0,0107;0,2392;0,989
65,552000;0,9597;-0,0107;0,2392;0,989
65,552000;0,9611;-0,0127;0,2414;0,991
65,552000;0,9611;-0,0127;0,2414;0,991
65,556000;0,9619;-0,0161;0,2485;0,994
65,558000;0,9621;-0,0205;0,2565;0,996
65,558000;0,9636;-0,0232;0,2590;0,998
65,561000;0,9670;-0,0266;0,2663;1,003
65,562000;0,9665;-0,0296;0,2724;1,005
65,562000;0,9689;-0,0315;0,2744;1,008
65,565000;0,9697;-0,0337;0,2780;1,009
65,565000;0,9709;-0,0388;0,2839;1,012
65,567000;0,9724;-0,0393;0,2849;1,014
65,571000;0,9731;-0,0435;0,2880;1,016
65,574000;0,9724;-0,0486;0,2932;1,017
65,580000;0,9716;-0,0506;0,2946;1,017
65,581000;0,9711;-0,0555;0,2968;1,017
65,582000;0,9687;-0,0591;0,2976;1,015
65,583000;0,9672;-0,0606;0,2971;1,014
65,584000;0,9670;-0,0647;0,2976;1,014
65,585000;0,9646;-0,0687;0,3008;1,013
65,587000;0,9633;-0,0726;0,2995;1,011
65,587000;0,9653;-0,0721;0,3008;1,014
65,589000;0,9631;-0,0755;0,2978;1,011
65,591000;0,9633;-0,0787;0,2976;1,011
65,594000;0,9626;-0,0811;0,2951;1,010
65,595000;0,9621;-0,0838;0,2942;1,010
65,599000;0,9609;-0,0899;0,2920;1,008
65,603000;0,9587;-0,0945;0,2905;1,006
65,603000;0,9587;-0,0945;0,2905;1,006
65,605000;0,9560;-0,0975;0,2846;1,002
65,606000;0,9538;-0,0999;0,2839;1,000
65,608000;0,9514;-0,1009;0,2797;0,997
65,609000;0,9521;-0,1038;0,2753;0,997
65,611000;0,9511;-0,1060;0,2734;0,995
65,614000;0,9492;-0,1046;0,2702;0,992
65,619000;0,9465;-0,1077;0,2651;0,989
65,619000;0,9477;-0,1097;0,2612;0,989
65,623000;0,9489;-0,1119;0,2599;0,990
65,624000;0,9523;-0,1146;0,2595;0,994
65,624000;0,9536;-0,1182;0,2568;0,995
65,626000;0,9558;-0,1178;0,2573;0,997
65,628000;0,9594;-0,1219;0,2541;1,000
65,630000;0,9599;-0,1229;0,2534;1,000
65,632000;0,9621;-0,1246;0,2514;1,002
65,633000;0,9633;-0,1275;0,2502;1,003
65,636000;0,9626;-0,1312;0,2497;1,003
65,646000;0,9636;-0,1332;0,2487;1,004
65,647000;0,9646;-0,1351;0,2480;1,005
65,647000;0,9626;-0,1371;0,2465;1,003
65,647000;0,9604;-0,1363;0,2458;1,001
65,647000;0,9604;-0,1405;0,2448;1,001
65,647000;0,9597;-0,1432;0,2424;1,000
65,649000;0,9570;-0,1454;0,2426;0,998
65,652000;0,9562;-0,1463;0,2438;0,998
65,657000;0,9572;-0,1488;0,2431;0,999
65,658000;0,9577;-0,1495;0,2428;0,999
65,658000;0,9597;-0,1510;0,2421;1,001
65,667000;0,9606;-0,1573;0,2424;1,003
65,667000;0,9606;-0,1573;0,2424;1,003
65,667000;0,9594;-0,1581;0,2436;1,002
65,668000;0,9580;-0,1605;0,2487;1,003
65,668000;0,9545;-0,1625;0,2480;1,000
65,715000;0,9538;-0,1647;0,2507;1,000
65,722000;0,9516;-0,1691;0,2524;0,999
65,726000;0,9440;-0,1700;0,2519;0,992
65,728000;0,9413;-0,1747;0,2543;0,991
65,729000;0,9365;-0,1757;0,2536;0,986
65,730000;0,9279;-0,1779;0,2519;0,978
65,730000;0,9201;-0,1788;0,2512;0,970
65,731000;0,9164;-0,1798;0,2512;0,967
65,732000;0,9069;-0,1796;0,2482;0,957
65,733000;0,8993;-0,1796;0,2468;0,950
65,734000;0,8961;-0,1798;0,2465;0,947
65,735000;0,8908;-0,1810;0,2453;0,941
65,737000;0,8939;-0,1818;0,2419;0,944
65,738000;0,8942;-0,1830;0,2414;0,944
65,740000;0,8959;-0,1857;0,2414;0,946
65,741000;0,8986;-0,1876;0,2428;0,950
65,742000;0,9008;-0,1920;0,2424;0,952
65,743000;0,9005;-0,1930;0,2392;0,952
65,744000;0,9025;-0,1935;0,2404;0,954
65,746000;0,9037;-0,1981;0,2411;0,956
65,747000;0,9030;-0,1989;0,2411;0,956
65,747000;0,9023;-0,1991;0,2404;0,955
65,747000;0,8998;-0,1989;0,2380;0,952
65,748000;0,8974;-0,2001;0,2372;0,950
65,749000;0,8954;-0,1959;0,2397;0,947
65,749000;0,8898;-0,1908;0,2392;0,941
65,749000;0,8886;-0,1896;0,2416;0,940
65,749000;0,8866;-0,1889;0,2424;0,938
65,750000;0,8832;-0,1867;0,2436;0,935
65,751000;0,8812;-0,1847;0,2441;0,933
65,751000;0,8795;-0,1805;0,2460;0,931
65,751000;0,8812;-0,1754;0,2487;0,932
65,752000;0,8825;-0,1744;0,2485;0,933
65,752000;0,8849;-0,1683;0,2485;0,934
65,755000;0,8891;-0,1656;0,2490;0,938
65,755000;0,8915;-0,1637;0,2487;0,940
65,755000;0,8991;-0,1617;0,2494;0,947
65,756000;0,9064;-0,1581;0,2492;0,953
65,756000;0,9132;-0,1551;0,2499;0,959
65,756000;0,9154;-0,1547;0,2497;0,961
65,756000;0,9206;-0,1527;0,2507;0,966
65,757000;0,9235;-0,1532;0,2507;0,969
65,757000;0,9257;-0,1510;0,2526;0,971
65,758000;0,9299;-0,1488;0,2507;0,974
65,758000;0,9330;-0,1461;0,2494;0,977
65,761000;0,9367;-0,1459;0,2497;0,980
65,761000;0,9389;-0,1432;0,2470;0,981
65,763000;0,9423;-0,1419;0,2448;0,984
65,767000;0,9467;-0,1422;0,2431;0,988
65,767000;0,9506;-0,1415;0,2406;0,991
65,774000;0,9553;-0,1407;0,2367;0,994
65,774000;0,9621;-0,1407;0,2353;1,000
65,774000;0,9670;-0,1422;0,2338;1,005
65,777000;0,9814;-0,1422;0,2314;1,018
65,778000;0,9978;-0,1461;0,2321;1,035
65,781000;1,0398;-0,1568;0,2253;1,075
65,782000;1,0398;-0,1568;0,2253;1,075
65,783000;1,0720;-0,1678;0,2196;1,107
65,785000;1,0916;-0,1747;0,2174;1,127
65,788000;1,1292;-0,1893;0,2101;1,164
65,854000;1,1688;-0,2077;0,2055;1,205
65,870000;1,1879;-0,2189;0,2020;1,225
65,874000;1,2218;-0,2421;0,1952;1,261
65,882000;1,2487;-0,2641;0,1864;1,290
65,884000;1,2587;-0,2780;0,1815;1,302
65,900000;1,2792;-0,3003;0,1730;1,325
65,901000;1,2912;-0,3154;0,1649;1,339
65,901000;1,2951;-0,3286;0,1617;1,346
65,901000;1,2954;-0,3352;0,1551;1,347
65,901000;1,2917;-0,3440;0,1493;1,345
65,901000;1,2826;-0,3489;0,1466;1,337
65,902000;1,2739;-0,3506;0,1481;1,329
65,902000;1,2543;-0,3523;0,1522;1,312
65,902000;1,2299;-0,3506;0,1586;1,289
65,902000;1,2157;-0,3486;0,1634;1,275
65,902000;1,1864;-0,3445;0,1791;1,248
65,903000;1,1541;-0,3369;0,1930;1,218
65,903000;1,1361;-0,3320;0,1994;1,200
65,903000;1,1031;-0,3232;0,2143;1,169
65,903000;1,0694;-0,3142;0,2275;1,138
65,903000;1,0520;-0,3088;0,2341;1,121
65,904000;1,0181;-0,2978;0,2460;1,089
65,904000;0,9868;-0,2871;0,2585;1,060
65,904000;0,9582;-0,2741;0,2639;1,031
65,904000;0,9445;-0,2668;0,2756;1,019
65,904000;0,8998;-0,2421;0,3071;0,981
65,904000;0,8998;-0,2421;0,3071;0,981
65,905000;0,8903;-0,2341;0,3166;0,973
65,905000;0,8778;-0,2179;0,3332;0,964
65,905000;0,8663;-0,2018;0,3489;0,956
65,906000;0,8622;-0,1940;0,3550;0,952
65,907000;0,8593;-0,1791;0,3635;0,950
65,908000;0,8507;-0,1674;0,3711;0,943
65,910000;0,8463;-0,1615;0,3731;0,939
65,910000;0,8404;-0,1512;0,3784;0,934
65,911000;0,8378;-0,1400;0,3806;0,931
65,911000;0,8378;-0,1368;0,3794;0,930
65,911000;0,8412;-0,1319;0,3767;0,931
65,911000;0,8509;-0,1261;0,3711;0,937
65,911000;0,8607;-0,1226;0,3670;0,944
65,912000;0,8676;-0,1195;0,3562;0,945
65,912000;0,8825;-0,1192;0,3491;0,956
65,912000;0,8964;-0,1153;0,3389;0,965
65,912000;0,9023;-0,1136;0,3315;0,968
65,912000;0,9172;-0,1124;0,3215;0,978
65,912000;0,9301;-0,1114;0,3071;0,986
65,913000;0,9369;-0,1097;0,2988;0,990
65,913000;0,9494;-0,1073;0,2844;0,997
65,913000;0,9587;-0,1063;0,2695;1,001
